,x_value,x_is_imputed,x_is_one_datapoint,x_is_significant,x_is_infinite,y_value,y_is_imputed,y_is_one_datapoint,y_is_significant,y_is_infinite,z_value,z_is_imputed,z_is_one_datapoint,z_is_significant,z_is_infinite,used_for_normalisation,marcs_feature_classification,x_is_in_bounds,y_is_in_bounds,any_one_datapoint,any_imputed,any_infinite,any_oob,is_outlier,to_label,colour,textcolour,z_order,alpha,edgecolour,linewidth,markersize,marker,rasterized,x_coord,y_coord
NUDT21,3.4977102474794144,False,False,True,False,1.633478781741065,False,False,False,False,1.8642314657383492,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,3.4977102474794144,1.633478781741065
NUMA1,0.5691314998013368,False,False,False,False,0.4729905420980032,False,False,False,False,0.0961409577033336,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.5691314998013368,0.4729905420980032
NUP133,-0.0293045140408949,False,False,False,False,0.2883842129483369,False,False,False,False,-0.3176887269892319,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,-0.0293045140408949,0.2883842129483369
NUP153,-inf,True,False,False,True,0.711063551515128,False,True,False,False,-inf,True,True,False,True,False,Neither,False,True,True,True,True,True,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,4,<,False,-3.1125,0.711063551515128
NUP155,0.7316659467087234,False,False,False,False,-0.2036310810690267,False,False,False,False,0.93529702777775,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.7316659467087234,-0.2036310810690267
NUP160,-0.3524519366916863,False,False,False,False,-0.3838554894070825,False,True,False,False,0.0314035527153961,False,True,False,False,False,,True,True,True,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,4,o,True,-0.3524519366916863,-0.3838554894070825
NUP93,0.737038832566487,False,False,False,False,0.290081979726974,False,False,False,False,0.4469568528395129,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.737038832566487,0.290081979726974
P0DOX7,2.3282783764078623,False,False,True,False,2.087415643130217,False,False,True,False,0.2408627332776447,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,2.3282783764078623,2.087415643130217
P3H1,2.038020523946677,False,False,False,False,3.333213927618313,False,False,True,False,-1.295193403671636,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,2.038020523946677,3.333213927618313
P4HA1,1.7851675576467692,False,False,True,False,0.4340015838147906,False,False,False,False,1.3511659738319786,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.7851675576467692,0.4340015838147906
P4HA2,-1.0218321045044618,False,False,False,False,-inf,True,False,False,True,inf,True,False,False,True,False,,True,False,False,True,True,True,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,4,v,False,-1.0218321045044618,-3.1125
P4HB,1.5683299774835395,False,False,True,False,0.8466045568320553,False,False,False,False,0.7217254206514845,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.5683299774835395,0.8466045568320553
PA2G4,1.467007503413143,False,False,True,False,0.9039421635218368,False,False,True,False,0.5630653398913061,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.467007503413143,0.9039421635218368
PABPC1,1.7083345357554478,False,False,True,False,0.3119714694609925,False,False,False,False,1.3963630662944553,False,False,True,False,False,Neither,True,True,False,False,False,False,False,False,#bdbdbd,black,2,0.8,#525252,0.35,8,o,True,1.7083345357554478,0.3119714694609925
PABPC4,0.4990133763308719,False,False,False,False,0.283241904578265,False,False,False,False,0.2157714717526069,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.4990133763308719,0.283241904578265
PABPN1,2.1223097317806854,False,False,False,False,1.1395561463315396,False,False,False,False,0.9827535854491458,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,2.1223097317806854,1.1395561463315396
PALLD,1.3631188975958644,False,False,True,False,-0.1864194286822922,False,False,False,False,1.5495383262781566,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.3631188975958644,-0.1864194286822922
PAPSS2,0.3866141193065253,False,False,False,False,0.6232347256830515,False,False,False,False,-0.2366206063765261,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.3866141193065253,0.6232347256830515
PARP1,0.4150286830050902,False,False,True,False,0.1679524259826834,False,False,False,False,0.2470762570224067,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.4150286830050902,0.1679524259826834
PARVA,2.2619152303518746,False,False,True,False,1.4764478653552473,False,False,False,False,0.7854673649966273,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,2.2619152303518746,1.4764478653552473
PBRM1,2.8986200023932653,False,False,True,False,2.582586366457022,False,False,True,False,0.3160336359362432,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,2.8986200023932653,2.582586366457022
PCBP1,1.240914390353371,False,False,True,False,0.5317069792762688,False,False,False,False,0.7092074110771023,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.240914390353371,0.5317069792762688
PCBP2,1.3658318685872717,False,False,True,False,0.7262504531378333,False,False,True,False,0.6395814154494381,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.3658318685872717,0.7262504531378333
PCNA,0.3126299484104287,False,False,False,False,-1.406794747785412,False,False,True,False,1.7194246961958406,False,False,True,False,False,,True,True,False,False,False,False,True,True,#bdbdbd,black,3,0.8,#525252,0.35,8,o,True,0.3126299484104287,-1.406794747785412
PDAP1,2.016215756071791,False,False,True,False,2.225073284437656,False,False,True,False,-0.2088575283658649,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,2.016215756071791,2.225073284437656
PDCD11,0.6854671903019778,False,False,True,False,0.5685573434836648,False,False,False,False,0.1169098468183129,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.6854671903019778,0.5685573434836648
PDIA3,1.0647325037682158,False,False,True,False,0.5955384420181424,False,False,False,False,0.4691940617500734,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.0647325037682158,0.5955384420181424
PDIA4,0.9206345494182102,False,False,False,False,0.3393386808805587,False,False,False,False,0.5812958685376515,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.9206345494182102,0.3393386808805587
PDIA6,1.7407053282385083,False,False,True,False,0.4201205541583022,False,False,False,False,1.3205847740802064,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.7407053282385083,0.4201205541583022
PDLIM1,1.4779454937287149,False,False,True,False,0.2829483427997594,False,False,False,False,1.1949971509289554,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.4779454937287149,0.2829483427997594
PDLIM4,0.8711022006310536,False,False,False,False,-0.4530610088343501,False,False,False,False,1.3241632094654037,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.8711022006310536,-0.4530610088343501
PDLIM5,0.6080745884604752,False,False,False,False,-0.3149178824243961,False,False,False,False,0.9229924708848714,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.6080745884604752,-0.3149178824243961
PDLIM7,1.0653860459346305,False,False,True,False,0.3636866681699224,False,False,False,False,0.701699377764708,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.0653860459346305,0.3636866681699224
PDS5A,-inf,True,False,False,True,0.0872762402276627,False,True,False,False,-inf,True,True,False,True,False,Neither,False,True,True,True,True,True,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,4,<,False,-3.1125,0.0872762402276627
PDS5B,2.3687641775084387,True,True,False,False,1.458662019679462,True,True,False,False,0.9101021578289696,False,False,False,False,False,,True,True,True,True,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,4,o,True,2.3687641775084387,1.458662019679462
PELP1,-3.0399582981120474,True,True,False,False,-1.2114619596700429,True,False,False,False,-1.828496338442001,False,True,False,False,False,Neither,True,True,True,True,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,4,o,True,-3.0399582981120474,-1.2114619596700429
PES1,0.781822619703199,False,False,True,False,0.6916661424239443,False,False,False,False,0.0901564772792546,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.781822619703199,0.6916661424239443
PFN1,0.8395809741710991,False,False,True,False,0.0379308071605741,False,False,False,False,0.8016501670105249,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.8395809741710991,0.0379308071605741
PGAM1,1.7606210078381714,False,False,True,False,0.0492395602922108,False,False,False,False,1.7113814475459606,False,False,True,False,False,,True,True,False,False,False,False,False,False,#bdbdbd,black,2,0.8,#525252,0.35,8,o,True,1.7606210078381714,0.0492395602922108
PGD,1.5646659128887634,False,False,False,False,1.6327385424906495,False,False,False,False,-0.068072629601886,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.5646659128887634,1.6327385424906495
PGK1,0.6176802878283993,False,False,False,False,0.4373774818049725,False,False,False,False,0.1803028060234268,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.6176802878283993,0.4373774818049725
PHF2,6.941458609069013,False,False,True,False,1.6817563957408763,False,False,True,False,5.259702213328136,False,False,True,False,False,Neither,False,True,False,False,False,True,,True,#bdbdbd,black,3,0.8,#525252,0.35,8,>,False,6.0,1.6817563957408763
PHF6,0.8553813525686209,False,False,True,False,0.5598054790619926,False,False,True,False,0.2955758735066283,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.8553813525686209,0.5598054790619926
PHF8,inf,True,False,False,True,inf,True,False,False,True,5.492522985678656,False,False,True,False,False,Neither,False,False,False,True,True,True,,True,#bdbdbd,black,3,0.8,#525252,0.35,4,diag-up-right,False,5.993328918390851,6.075786626347213
PHIP,1.873308534403325,False,False,True,False,2.1853290974925983,False,False,True,False,-0.3120205630892734,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.873308534403325,2.1853290974925983
PICALM,1.3009886458779043,False,False,False,False,1.9333444220103717,False,False,False,False,-0.6323557761324672,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.3009886458779043,1.9333444220103717
PIP,-0.4247241205642567,False,False,False,False,0.2934547005952268,False,False,False,False,-0.7181788211594835,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,-0.4247241205642567,0.2934547005952268
PKM,1.0232553284060586,False,False,True,False,0.7702635893479375,False,False,True,False,0.2529917390581211,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.0232553284060586,0.7702635893479375
PKP1,1.2947857032981034,False,False,True,False,1.0045261249790691,False,False,True,False,0.2902595783190342,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.2947857032981034,1.0045261249790691
PLEC,0.997538843347936,False,False,True,False,1.328862390766805,False,False,True,False,-0.3313235474188687,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.997538843347936,1.328862390766805
PLOD1,1.1790173801156278,False,False,False,False,0.9503776357222192,False,True,False,False,0.2286397443934085,False,True,False,False,False,,True,True,True,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,4,o,True,1.1790173801156278,0.9503776357222192
PLOD3,-0.9308491277045086,False,False,False,False,-inf,True,False,False,True,inf,True,False,False,True,False,,True,False,False,True,True,True,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,4,v,False,-0.9308491277045086,-3.1125
PML,-1.6970660125644237,True,True,False,False,-2.652176215453892,True,True,False,False,0.9551102028894648,False,True,False,False,False,,True,True,True,True,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,4,o,True,-1.6970660125644237,-2.652176215453892
PNN,1.4567847895679336,False,False,False,False,0.0088390936834699,False,False,False,False,1.4479456958844636,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.4567847895679336,0.0088390936834699
POF1B,0.0699782145113445,False,False,False,False,0.7684288826565542,False,False,False,False,-0.6984506681452096,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.0699782145113445,0.7684288826565542
POLDIP3,1.083315151575697,False,False,False,False,0.5147213088884257,False,True,False,False,0.568593842687271,False,True,False,False,False,Neither,True,True,True,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,4,o,True,1.083315151575697,0.5147213088884257
POLR2A,4.2200651578520265,False,False,True,False,0.3729949987875791,False,False,False,False,3.847070159064448,False,False,True,False,False,Neither,True,True,False,False,False,False,True,True,#bdbdbd,black,3,0.8,#525252,0.35,8,o,True,4.2200651578520265,0.3729949987875791
POLR2B,4.390271345491453,False,False,True,False,1.4144790238617766,False,False,True,False,2.975792321629676,False,False,True,False,False,Neither,True,True,False,False,False,False,True,True,#bdbdbd,black,3,0.8,#525252,0.35,8,o,True,4.390271345491453,1.4144790238617766
POP1,0.8884680567789935,False,False,True,False,1.0760868747885333,False,False,True,False,-0.1876188180095397,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.8884680567789935,1.0760868747885333
PPAN,1.1183439033047975,False,False,True,False,1.270683982613452,False,False,True,False,-0.1523400793086544,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.1183439033047975,1.270683982613452
PPIA,0.1544940787525952,False,False,False,False,0.0897080311576523,False,False,False,False,0.0647860475949428,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.1544940787525952,0.0897080311576523
PPIB,0.8230469887520115,False,False,False,False,0.1420650344617335,False,False,False,False,0.680981954290278,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.8230469887520115,0.1420650344617335
PPP1CA,1.9434846248028317,False,False,True,False,1.5523859240324498,False,False,True,False,0.3910987007703816,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.9434846248028317,1.5523859240324498
PPP1R12A,0.504468372263208,False,False,False,False,1.4063390968388596,False,False,True,False,-0.9018707245756516,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.504468372263208,1.4063390968388596
PPP1R18,1.120714488297395,False,True,False,False,-0.7991615462015993,False,False,False,False,1.9198760344989945,False,True,False,False,False,,True,True,True,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,4,o,True,1.120714488297395,-0.7991615462015993
PPP2R1A,-2.0349358462969995,False,False,False,False,-2.1297275102204445,False,False,False,False,0.0947916639234449,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,-2.0349358462969995,-2.1297275102204445
PRDX1,1.2278543084868438,False,False,True,False,0.9007542897470096,False,False,False,False,0.3271000187398343,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.2278543084868438,0.9007542897470096
PRDX2,0.8304464792466106,False,False,False,False,0.5699024884372648,False,False,False,False,0.2605439908093458,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.8304464792466106,0.5699024884372648
PRDX4,0.1632423010134687,False,False,False,False,0.7835515669592112,False,True,False,False,-0.6203092659457425,False,True,False,False,False,,True,True,True,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,4,o,True,0.1632423010134687,0.7835515669592112
PRDX6,1.0337884258034933,False,False,True,False,0.5032583106227193,False,False,False,False,0.530530115180774,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.0337884258034933,0.5032583106227193
PRKCSH,-0.1763025276044665,False,False,False,False,0.3397340281537886,False,False,False,False,-0.5160365557582551,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,-0.1763025276044665,0.3397340281537886
PRKDC,1.3661324554669427,False,False,True,False,0.9810350181917508,False,False,False,False,0.3850974372751921,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.3661324554669427,0.9810350181917508
PRMT1,1.0884039651127893,False,False,True,False,0.3524301496183,False,False,False,False,0.7359738154944893,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.0884039651127893,0.3524301496183
PRPF19,0.2335020651426802,False,False,False,False,0.8361574019134856,False,False,False,False,-0.6026553367708054,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.2335020651426802,0.8361574019134856
PRPF31,-0.0615952653691955,False,False,False,False,-inf,True,False,False,True,inf,True,False,False,True,False,Neither,True,False,False,True,True,True,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,4,v,False,-0.0615952653691955,-3.1125
PRPF4,0.6306066680018141,True,True,False,False,1.139290254664889,True,True,False,False,-0.508683586663075,False,False,False,False,False,Neither,True,True,True,True,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,4,o,True,0.6306066680018141,1.139290254664889
PRPF40A,inf,True,False,False,True,inf,True,False,False,True,0.6354308515083282,False,False,False,False,False,Neither,False,False,False,True,True,True,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,4,diag-up-right,False,6.0266162588026555,5.943756846264891
PRPF6,1.7195578757608416,False,False,True,False,0.6975962129405602,False,False,False,False,1.0219616628202814,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.7195578757608416,0.6975962129405602
PRPF8,1.5427039733247128,False,False,True,False,1.378310897115398,False,False,True,False,0.1643930762093148,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.5427039733247128,1.378310897115398
PRRC2C,0.6950972688556902,False,False,False,False,0.5444735881547658,False,True,False,False,0.1506236807009244,False,True,False,False,False,,True,True,True,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,4,o,True,0.6950972688556902,0.5444735881547658
PSIP1,0.2565944664803119,False,False,False,False,0.8924224320692531,False,False,True,False,-0.6358279655889412,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.2565944664803119,0.8924224320692531
PSMA1,1.04751019040701,False,False,True,False,-1.0292474267542708,False,True,False,False,2.076757617161281,False,True,False,False,False,,True,True,True,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,4,o,True,1.04751019040701,-1.0292474267542708
PSMA2,1.2002420610887476,False,False,False,False,1.6599892814388717,False,False,False,False,-0.459747220350124,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.2002420610887476,1.6599892814388717
PSMA3,1.0438223890002405,False,False,True,False,1.741226787308772,False,False,True,False,-0.6974043983085316,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.0438223890002405,1.741226787308772
PSMA4,-0.0455704722196372,False,False,False,False,2.638401632569014,False,False,False,False,-2.683972104788652,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,-0.0455704722196372,2.638401632569014
PSMA5,1.0587940343898623,False,False,False,False,1.7722020974991963,False,False,False,False,-0.713408063109334,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.0587940343898623,1.7722020974991963
PSMA6,1.222209979014977,False,False,False,False,2.714837581535061,False,True,True,False,-1.4926276025200842,False,True,False,False,False,,True,True,True,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,4,o,True,1.222209979014977,2.714837581535061
PSMA7,1.0043936298746878,False,False,False,False,0.2577206644009528,False,False,False,False,0.746672965473735,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.0043936298746878,0.2577206644009528
PSMB1,1.4735142071295186,False,False,True,False,0.771078677055943,False,False,False,False,0.7024355300735756,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.4735142071295186,0.771078677055943
PSMB2,1.17081066308047,False,False,False,False,1.1748134839590776,False,False,False,False,-0.0040028208786075,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.17081066308047,1.1748134839590776
PSMB3,1.048990145269407,False,True,False,False,1.1668972138746625,False,False,False,False,-0.1179070686052554,False,True,False,False,False,,True,True,True,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,4,o,True,1.048990145269407,1.1668972138746625
PSMB5,0.561916504398738,False,False,False,False,-0.3290317065462353,False,False,False,False,0.8909482109449733,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.561916504398738,-0.3290317065462353
PSMB6,1.8795798932099927,False,False,True,False,1.0707349601427971,False,False,False,False,0.8088449330671956,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.8795798932099927,1.0707349601427971
PSMB7,0.3130157921137844,False,False,False,False,-0.1701485428366389,False,True,False,False,0.4831643349504233,False,True,False,False,False,,True,True,True,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,4,o,True,0.3130157921137844,-0.1701485428366389
PSMC1,0.64201858937993,False,False,False,False,-inf,True,False,False,True,inf,True,False,False,True,False,,True,False,False,True,True,True,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,4,v,False,0.64201858937993,-3.1125
PSMC2,2.454039463075372,True,True,False,False,2.71363382646738,True,True,False,False,-0.2595943633920043,False,False,False,False,False,,True,True,True,True,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,4,o,True,2.454039463075372,2.71363382646738
PSMC5,0.2953895300085705,False,False,False,False,0.4798451278813793,False,False,False,False,-0.1844555978728088,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.2953895300085705,0.4798451278813793
PSMD1,-0.7722922042551268,False,False,False,False,-0.6271748135171507,False,False,False,False,-0.1451173907379761,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,-0.7722922042551268,-0.6271748135171507
PSMD2,1.851831211452847,False,False,True,False,0.89152856527949,False,False,False,False,0.960302646173357,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.851831211452847,0.89152856527949
PSME3,1.0868494251888343,True,True,False,False,0.3168585190338149,True,True,False,False,0.7699909061550159,False,False,False,False,False,,True,True,True,True,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,4,o,True,1.0868494251888343,0.3168585190338149
PSPC1,1.927261867928454,False,False,True,False,-0.4591298912446007,False,False,False,False,2.386391759173055,False,False,True,False,False,Neither,True,True,False,False,False,False,False,False,#bdbdbd,black,2,0.8,#525252,0.35,8,o,True,1.927261867928454,-0.4591298912446007
PTBP1,1.306501993026668,False,False,True,False,1.1604490237725749,False,False,True,False,0.146052969254093,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.306501993026668,1.1604490237725749
PTDSS1,0.193961128166304,False,False,False,False,1.2064704092136402,False,True,False,False,-1.0125092810473362,False,True,False,False,False,,True,True,True,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,4,o,True,0.193961128166304,1.2064704092136402
PUF60,0.9744644845367104,True,True,False,False,-inf,True,True,False,True,inf,True,False,False,True,False,Neither,True,False,True,True,True,True,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,4,v,False,0.9744644845367104,-3.1125
PUM3,0.755628513576017,False,False,True,False,0.5867610261336687,False,False,False,False,0.1688674874423483,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.755628513576017,0.5867610261336687
PURA,1.421271159555804,False,False,False,False,0.9571489988897,False,False,False,False,0.4641221606661041,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.421271159555804,0.9571489988897
PURB,1.5184944749124334,False,False,False,False,1.4249332210576533,False,False,False,False,0.09356125385478,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.5184944749124334,1.4249332210576533
PWP1,0.8428267522199739,False,False,False,False,0.9748082821901818,False,False,False,False,-0.1319815299702078,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.8428267522199739,0.9748082821901818
PXDN,inf,True,False,False,True,inf,True,True,False,True,0.8417207128440971,False,True,False,False,False,,False,False,True,True,True,True,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,4,diag-up-right,False,5.951100121469513,5.9904910480786455
