,x_value,x_is_imputed,x_is_one_datapoint,x_is_significant,x_is_infinite,y_value,y_is_imputed,y_is_one_datapoint,y_is_significant,y_is_infinite,z_value,z_is_imputed,z_is_one_datapoint,z_is_significant,z_is_infinite,used_for_normalisation,marcs_feature_classification,x_is_in_bounds,y_is_in_bounds,any_one_datapoint,any_imputed,any_infinite,any_oob,is_outlier,to_label,colour,textcolour,z_order,alpha,edgecolour,linewidth,markersize,marker,rasterized,x_coord,y_coord
TNPO1,1.07529176497723,False,False,True,False,1.1759606355924603,False,False,True,False,-0.1006688706152303,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.07529176497723,1.1759606355924603
TNS1,0.7228016394437766,False,False,False,False,1.85070999715402,False,False,False,False,-1.1279083577102431,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.7228016394437766,1.85070999715402
TNS3,2.680631595202481,False,True,False,False,-inf,True,False,False,True,inf,True,True,False,True,False,,True,False,True,True,True,True,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,4,v,False,2.680631595202481,-3.1125
TOP1,0.2665985380603679,False,False,False,False,0.5207241223561034,False,False,True,False,-0.2541255842957355,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.2665985380603679,0.5207241223561034
TOP2A,0.5556145526188949,False,False,False,False,0.3344554540138134,False,False,False,False,0.2211590986050815,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.5556145526188949,0.3344554540138134
TOP2B,0.6830808933940844,False,False,False,False,0.4142180662885053,False,False,False,False,0.268862827105579,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.6830808933940844,0.4142180662885053
TOR1AIP1,0.1186307452380646,False,False,False,False,0.3233611848642823,False,False,False,False,-0.2047304396262177,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.1186307452380646,0.3233611848642823
TP53BP1,0.5902081045645318,False,False,True,False,0.8460312302230015,False,False,True,False,-0.2558231256584697,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.5902081045645318,0.8460312302230015
TPI1,0.3295811993910256,False,False,False,False,0.2751356293076341,False,False,False,False,0.0544455700833914,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.3295811993910256,0.2751356293076341
TPM1,1.0587351063939678,False,False,False,False,0.0400039852880205,False,False,False,False,1.018731121105947,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.0587351063939678,0.0400039852880205
TPM2,0.9012103670674384,False,False,False,False,-1.34259168099981,False,True,False,False,2.2438020480672485,False,True,False,False,False,,True,True,True,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,4,o,True,0.9012103670674384,-1.34259168099981
TPM3,1.2810772908203276,False,False,False,False,0.7990096706764582,False,False,False,False,0.4820676201438694,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.2810772908203276,0.7990096706764582
TPM4,1.1043802777689464,False,False,False,False,0.4933941212170047,False,False,False,False,0.6109861565519417,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.1043802777689464,0.4933941212170047
TPR,3.0455919056888767,False,False,True,False,1.1483020390737655,False,True,False,False,1.897289866615111,False,True,False,False,False,Neither,True,True,True,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,4,o,True,3.0455919056888767,1.1483020390737655
TRA2B,0.3633130830490287,False,False,False,False,-0.3230516977117226,False,False,False,False,0.6863647807607514,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.3633130830490287,-0.3230516977117226
TRAM1,1.551461371468715,False,False,True,False,1.2873719262726375,False,False,False,False,0.2640894451960776,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.551461371468715,1.2873719262726375
TRAM2,-inf,True,False,False,True,1.6425673490248194,False,False,True,False,-inf,True,False,False,True,False,,False,True,False,True,True,True,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,4,<,False,-3.1125,1.6425673490248194
TRIM22,-0.0954626116486814,False,False,False,False,-0.8202447844486933,False,False,False,False,0.7247821728000119,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,-0.0954626116486814,-0.8202447844486933
TRIM25,-0.5165975235810443,False,False,False,False,-2.0872852192075904,False,False,False,False,1.570687695626546,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,-0.5165975235810443,-2.0872852192075904
TRIM28,1.3259685952100746,False,False,True,False,0.7345514085859328,False,False,True,False,0.5914171866241418,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.3259685952100746,0.7345514085859328
TRIP12,0.0051232079921774,False,False,False,False,0.306709517453509,False,False,False,False,-0.3015863094613316,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.0051232079921774,0.306709517453509
TSN,0.8485237735341649,False,False,False,False,1.740143058956889,False,False,False,False,-0.8916192854227241,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.8485237735341649,1.740143058956889
TSR1,-0.354239456432925,False,False,False,False,-0.37846372416465,False,False,False,False,0.024224267731725,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,-0.354239456432925,-0.37846372416465
TUBA1A,-1.3642580745748385,False,False,False,False,0.1327113519000917,False,False,False,False,-1.49696942647493,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,-1.3642580745748385,0.1327113519000917
TUBA4A,-0.4103092868865978,False,False,False,False,-0.2801098428100701,False,False,False,False,-0.1301994440765277,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,-0.4103092868865978,-0.2801098428100701
TUBB,1.9607881190535323,False,False,True,False,0.7667702186170011,False,False,False,False,1.1940179004365312,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.9607881190535323,0.7667702186170011
TUBB2A,0.9844427084618524,False,False,False,False,-inf,True,False,False,True,inf,True,False,False,True,False,Neither,True,False,False,True,True,True,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,4,v,False,0.9844427084618524,-3.1125
TUBB6,1.800678912581624,False,False,True,False,0.8943000438505422,False,False,False,False,0.906378868731082,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.800678912581624,0.8943000438505422
TXN,0.6761643790887,False,False,False,False,1.098712993738289,False,False,False,False,-0.4225486146495889,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.6761643790887,1.098712993738289
TXNDC5,-0.1823458706155989,False,False,False,False,0.2994430233489638,False,False,False,False,-0.4817888939645627,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,-0.1823458706155989,0.2994430233489638
TXNRD1,0.9445490080122952,False,False,False,False,1.1855537733322414,False,False,False,False,-0.2410047653199463,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.9445490080122952,1.1855537733322414
U2AF1,1.8660377447610368,False,False,True,False,0.7490128948350616,False,False,True,False,1.1170248499259756,False,False,True,False,False,Neither,True,True,False,False,False,False,False,False,#bdbdbd,black,2,0.8,#525252,0.35,8,o,True,1.8660377447610368,0.7490128948350616
U2AF2,1.7423580357315878,False,False,True,False,0.6015086385082569,False,False,False,False,1.140849397223331,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.7423580357315878,0.6015086385082569
UACA,0.7985972360454063,False,False,False,False,0.2406335304225137,False,False,False,False,0.5579637056228925,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.7985972360454063,0.2406335304225137
UBA1,-0.2633755828697239,True,True,False,False,-0.0661897991725553,True,True,False,False,-0.1971857836971651,False,True,False,False,False,,True,True,True,True,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,4,o,True,-0.2633755828697239,-0.0661897991725553
UBAP2L,2.8627949293770207,False,False,True,False,1.9919150984221687,False,False,True,False,0.870879830954852,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,2.8627949293770207,1.9919150984221687
UBTF,0.8955089577942772,False,False,True,False,-0.196761534122082,False,False,False,False,1.0922704919163593,False,False,True,False,False,Neither,True,True,False,False,False,False,False,False,#bdbdbd,black,2,0.8,#525252,0.35,8,o,True,0.8955089577942772,-0.196761534122082
UCHL1,0.6020023493990188,False,False,False,False,0.304059178894061,False,False,False,False,0.2979431705049578,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.6020023493990188,0.304059178894061
UGDH,1.955283923457067,False,False,True,False,0.3920032150217594,False,False,False,False,1.5632807084353075,False,False,True,False,False,,True,True,False,False,False,False,False,False,#bdbdbd,black,2,0.8,#525252,0.35,8,o,True,1.955283923457067,0.3920032150217594
UHRF1,0.2683461702621734,False,False,False,False,0.4262286167075721,False,False,False,False,-0.1578824464453987,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.2683461702621734,0.4262286167075721
UHRF2,0.8473782516399311,False,False,False,False,2.346120752554768,False,False,True,False,-1.4987425009148367,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.8473782516399311,2.346120752554768
UPF1,-0.1475668240008509,True,False,False,False,2.4540555206976222,True,True,False,False,-2.601622344698466,False,True,False,False,False,,True,True,True,True,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,4,o,True,-0.1475668240008509,2.4540555206976222
USP7,1.368217419847273,False,False,True,False,0.9396183145069266,False,False,True,False,0.4285991053403464,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.368217419847273,0.9396183145069266
UTP18,1.053817014632731,False,False,True,False,0.8532461254927561,False,False,True,False,0.2005708891399749,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.053817014632731,0.8532461254927561
UTP3,1.447959879767179,False,False,False,False,-0.728293022799015,False,False,False,False,2.176252902566194,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.447959879767179,-0.728293022799015
UTRN,0.5557891849568009,False,False,False,False,0.6854470452213342,False,False,False,False,-0.1296578602645333,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.5557891849568009,0.6854470452213342
VCL,-0.1904428976446119,False,False,False,False,-0.3512146686326147,False,False,False,False,0.1607717709880027,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,-0.1904428976446119,-0.3512146686326147
VCP,-1.3373861754393417,False,False,True,False,-1.177597347271405,False,False,True,False,-0.1597888281679367,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,-1.3373861754393417,-1.177597347271405
VIM,1.1588627724980007,False,False,True,False,-0.2161234853530693,False,False,False,False,1.37498625785107,False,False,True,False,False,Neither,True,True,False,False,False,False,False,False,#bdbdbd,black,2,0.8,#525252,0.35,8,o,True,1.1588627724980007,-0.2161234853530693
VRK1,-0.2803543909333612,False,False,False,False,0.166640281366547,False,False,False,False,-0.4469946722999083,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,-0.2803543909333612,0.166640281366547
WDR1,0.0462570285537715,False,False,False,False,0.4091393741664895,False,False,False,False,-0.3628823456127179,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.0462570285537715,0.4091393741664895
WDR18,1.8484654403087573,False,False,True,False,2.7029169433440465,False,False,True,False,-0.854451503035289,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.8484654403087573,2.7029169433440465
WDR43,1.2014404782734474,False,False,True,False,0.5274742715384733,False,False,False,False,0.6739662067349741,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.2014404782734474,0.5274742715384733
WDR5,1.5499376138296483,False,False,True,False,0.4573137317250655,False,True,False,False,1.0926238821045828,False,True,False,False,False,Neither,True,True,True,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,4,o,True,1.5499376138296483,0.4573137317250655
WDR82,1.0426069379450418,False,False,True,False,0.4970066684267209,False,False,False,False,0.5456002695183209,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.0426069379450418,0.4970066684267209
XPC,1.1739556924175003,False,False,True,False,1.2693099351084631,False,False,True,False,-0.0953542426909628,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.1739556924175003,1.2693099351084631
XPO1,-1.1274265909277936,True,False,False,False,0.1620845191911399,True,False,False,False,-1.2895111101189336,False,False,False,False,False,,True,True,False,True,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,4,o,True,-1.1274265909277936,0.1620845191911399
XRCC5,0.5987935235954325,False,False,False,False,0.6738695360414972,False,False,False,False,-0.0750760124460647,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.5987935235954325,0.6738695360414972
XRCC6,-0.5009336967810754,False,False,False,False,0.8437213707112576,False,False,False,False,-1.344655067492333,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,-0.5009336967810754,0.8437213707112576
XRN2,1.243468549855077,False,False,True,False,0.8766810829573402,False,False,False,False,0.3667874668977369,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.243468549855077,0.8766810829573402
YBX1,1.1775363700926853,False,False,True,False,1.458087701287749,False,False,True,False,-0.2805513311950633,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.1775363700926853,1.458087701287749
YWHAB,1.6868576340556238,False,False,True,False,0.4967256167369633,False,False,False,False,1.1901320173186605,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.6868576340556238,0.4967256167369633
YWHAE,1.696410876439714,False,False,True,False,0.8317180857596611,False,False,True,False,0.8646927906800528,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.696410876439714,0.8317180857596611
YWHAG,1.4369349392714597,False,False,True,False,1.2727926104053644,False,False,True,False,0.1641423288660952,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.4369349392714597,1.2727926104053644
