Label,H3_1,H3_2,H3_3,H4_1,H4_2,H4_3,H3K4me3_1,H3K4me3_2,H3K4me3_3,H3K4me1_1,H3K4me1_2,H3K4me1_3
CALML5,3556656.9375,3456099.9375,7919730.25,1842175.6875,2287286.0,1488949.65625,1702038.3125,1525052.40625,2521913.65625,3508577.125,3231186.1875,15354122.875
CANX,302987.5,,89375.5416666667,,453347.09375,290990.15625,185420.479166667,220474.276041667,362648.0,278179.0,582904.9375,890523.791666667
CAPN1,,,,,,,,,627639.0625,,,
CAPN2,,,,,,,,63180.6666666667,45374.8229166667,,,
CNN1,,158052.9375,780206.8125,,121756.458333333,293552.229166667,331247.510416667,268357.59375,132303.145833333,877557.479166667,712181.166666667,100228.40625
CNN2,,1213021.16666667,1451990.20833333,,98274.1666666667,155989.322916667,,,1325726.5,800577.583333333,947660.333333333,331707.0625
CNN3,391450.177083333,,407417.291666667,152021.135416667,267652.5625,271340.0,99307.34375,226464.375,513492.5,443012.75,473541.354166667,101259.885416667
CALR,7500722.375,11827868.7291667,11372505.78125,9793753.0,9950918.75,609916.010416667,7360141.77083333,12735005.2708333,32791192.0625,837567.583333333,684048.458333333,419393.791666667
CALU,,197499.4375,356539.041666667,,187841.4375,,295512.770833333,99947.3645833333,,72056.171875,,
CAPRIN1,209263.916666667,,,,1224747.95833333,,280062.770833333,369442.020833333,1022508.70833333,1159396.08333333,476280.833333333,224260.333333333
CRTAP,,,171621.34375,,85187.3802083333,,113788.416666667,,319434.375,,,249776.791666667
CSNK2B,,,407041.65625,,140090.15625,,136829.296875,,86708.53125,,,
CASP14,2169483.25,1282683.39583333,5114318.0,2647949.66666667,1045097.08333333,2744495.95833333,1551959.29166667,1015258.0625,1382940.58333333,2823665.83333333,2007493.375,10916543.0
CAT,3070402.20833333,3439529.91666667,7679622.66666667,2838026.08333333,2490422.20833333,2249050.66666667,1857699.25,2195885.14583333,3028436.58333333,2749470.16666667,3858847.33333333,4515479.25
CTNNA1,,4194053.33333333,,3180360.33333333,3159595.0,,2207604.33333333,,2139548.66666667,,2854744.33333333,
CTNND1,686812.5,,953414.25,,,102803.270833333,1949111.47916667,99871.7291666667,1159283.08333333,1386757.95833333,1750722.125,659961.166666667
CTSD,1317815.4375,1577803.66666667,2360718.0,1051260.72916667,788388.833333333,1050077.41666667,1519569.4765625,1748448.06770833,2621617.83333333,1430831.5,3135274.0,6204144.83333333
IGF2R,,,260778.125,,,,,,,,,
CAVIN1,497242.708333333,231676.729166667,638078.541666667,248764.479166667,450424.416666667,,856929.0,348976.520833333,1032332.47916667,813331.1875,535821.260416667,
CAV1,2208022.08333333,2655678.66666667,5642580.19791667,,835874.354166667,603727.5625,2222962.5625,238763.088541667,268065.770833333,327835.229166667,319502.229166667,
CD44,,,106749.083333333,53636.9895833333,382491.145833333,112639.447916667,243609.552083333,222697.927083333,464299.75,136045.895833333,132135.114583333,
CCAR2,,,,116918.510416667,590151.125,,444683.994791667,268728.114583333,601900.916666667,351234.208333333,162358.166666667,
CDC42,403631.458333333,,507627.375,74904.1041666667,175449.104166667,,98251.4140625,346135.682291667,786752.802083333,333037.916666667,467200.9375,159698.96875
CDC5L,300511.1875,420494.322916667,285561.291666667,224975.25,420245.520833333,269011.583333333,532262.375,617959.260416667,1369669.4375,5184100.33333333,4753830.25,5152913.75
CCAR1,,,,,,,242704.140625,78701.1875,316378.875,376319.75,310569.8125,
LYAR,2082025.54166667,557306.541666667,1616536.58333333,1142867.91666667,627852.729166667,1008150.63541667,1187063.39583333,500112.557291667,1031378.60416667,2246221.83333333,1950726.08333333,2166764.89583333
CENPV,1950475.54166667,1296728.02083333,2086631.95833333,1407637.25,2557009.75,1357221.5,543090.770833333,374263.864583333,676399.6875,3062507.35416667,1483784.29166667,1775351.4375
CLIC1,152702.333333333,272681.1875,163202.208333333,41453.8125,,,460211.911458333,472262.708333333,1593443.16666667,1052792.97916667,481528.125,
CLIC4,1305425.85416667,232429.645833333,260407.270833333,196991.25,465426.8125,973301.71875,119471.114583333,143297.75,341864.354166667,1707073.3125,637122.479166667,778482.791666667
PCYT1A,,,,95064.0286458333,,,,,,,195076.729166667,
CSPG4,,186568.229166667,,,,,,,480422.53125,,,
CHTOP,1171467.75,746319.625,1579108.75,1328326.09375,1795541.875,1332874.03125,1465362.8125,1302017.96875,2550487.125,2657598.96875,2432647.5,1644678.375
CBX1,10497671.5,7442389.625,12087591.75,10659627.75,8770364.0,8034899.5,2565972.5,2755645.0,4459169.25,10984103.625,9470410.0,8099209.875
CBX3,29357438.1666667,21013408.0,35627634.0,27679976.0,33615819.5,28037404.5,11805244.7916667,7780361.64583333,14887843.875,20211097.1666667,17689902.4583333,18657710.1666667
CBX5,10757643.3333333,7460181.66666667,14989781.0,10961852.3333333,11365164.6666667,12090651.3333333,2635018.66666667,2262424.75,3722557.83333333,8560871.83333333,8700751.5,6001645.0
CHD1,,467171.0,,95676.1145833333,141379.145833333,98097.46875,1499314.91666667,1452580.0,2373231.375,832730.333333333,213125.125,120332.46875
CHD4,502767.5,269721.333333333,3507121.83333333,1214891.25,1217866.08333333,1372568.5,1293820.29166667,1171174.52083333,2100025.95833333,2283210.20833333,2512507.41666667,1857184.75
CLTC,45039560.2083333,43298993.5208333,35175914.25,25367602.5416667,47560742.2083333,23271648.7083333,8866192.64583333,9156558.75,25533081.0,47098325.3541667,24902806.59375,59914924.0208333
CLINT1,,,,,,,,,,,,
NUDT21,,225693.458333333,87166.234375,276170.5625,1973778.16666667,900978.0,1711659.39583333,1042484.85416667,2090142.58333333,591576.791666667,915190.333333333,850150.625
CPSF6,,,261824.395833333,341848.270833333,,144481.416666667,99028.90625,84651.09375,430825.4375,216632.6875,241692.083333333,
CPSF7,,,,40428.62109375,178151.359375,79175.09375,,434113.4375,757116.109375,635438.40625,284729.015625,61520.8359375
COTL1,497752.791666667,461419.291666667,413544.03125,298572.302083333,353913.958333333,421387.010416667,,197296.885416667,360721.760416667,486270.270833333,133519.645833333,383747.010416667
COPA,,559305.875,,,322831.520833333,,105365.802083333,380646.854166667,306940.416666667,913540.09375,,75920.7395833333
COPB1,,,,,,,,95861.6979166667,172581.541666667,,,
COPB2,,,,,,,306528.5,287783.895833333,148419.208333333,,627326.25,
COPG1,,,,71942.6145833333,83224.078125,,89555.5260416667,36557.9427083333,225906.25,,,
CFL1,3681105.125,2135715.875,41280536.0,4548444.52083333,12153204.75,8723291.5,9917499.04166667,766420.479166667,7371621.33333333,3193830.95833333,3098458.5,2755681.5
CCDC124,569929.4375,430448.0,578942.25,830381.0,565890.6875,1102344.25,704378.84375,583558.76953125,919564.375,1369931.375,1017640.0625,842849.125
CCDC71L,2762922.41666667,2099084.5,3063358.33333333,2408673.70833333,2208624.79166667,2249314.875,976307.510416667,809515.083333333,1333387.75,2641161.75,2135862.45833333,1942164.29166667
CSDE1,153696.65625,190657.958333333,438239.625,179123.395833333,326687.635416667,208959.479166667,103325.604166667,299718.348958333,438439.427083333,412585.348958333,394265.104166667,312416.697916667
CIRBP,857846.65625,559992.71875,,1067797.96875,1209216.5,501596.25,1190527.59375,814425.125,1805211.375,1275738.96875,870601.15625,533407.6875
COL1A1,45905075.6666667,27503015.8333333,43425928.0,34603949.6666667,31596794.1666667,48215976.6666667,16920730.6666667,3112459.58333333,4919427.5,4376217.66666667,4553037.08333333,40940294.6666667
COL3A1,,,528826.958333333,92610.5104166667,,,,125018.942708333,191853.989583333,164876.5625,212763.614583333,366025.25
COL5A1,1220554.58333333,873296.416666667,1380789.58333333,1064128.41666667,744566.161458333,926731.583333333,532991.833333333,391129.484375,493464.041666667,1230215.75,1076441.25,633801.541666667
COL6A1,6661602.83333333,4552933.5,9103079.66666667,3885882.66666667,10248792.3333333,5153713.16666667,4514350.16666667,4165414.25,9478113.83333333,9551174.16666667,6511456.0,4339433.5
COL12A1,3615966.83333333,2563119.20833333,5663503.08333333,5341491.25,2281886.125,9097454.75,5519448.73958333,2661440.5,5165548.66666667,6469799.91666667,14051483.625,5636555.16666667
COL15A1,,,,,,,,,,101071.104166667,,
COL16A1,472123.3125,,,,179826.171875,,,,,308480.375,,
COL18A1,,,,,,,,,,,,
COL1A2,2154162.16666667,2022735.83333333,3898980.41666667,758152.083333333,2238360.04166667,1828141.66666667,1393078.70833333,1398902.16666667,4031607.0,3523649.33333333,2170305.16666667,1296324.5
COL4A2,,,,,,,,,,,,
COL6A2,2445082.33333333,2335434.79166667,6562554.16666667,2923695.5625,5154970.75,3636240.19270833,2518537.90625,2269735.84375,5262899.97916667,18695428.4791667,13610014.1666667,11741170.375
COL6A3,17062566.1666667,39394385.5,6675541.0,154729342.416667,5983854.66666667,118019405.833333,2975092.375,2796895.41666667,6728025.83333333,7208185.5,5116984.33333333,2500271.16666667
CTHRC1,1891512.5,,,70685.5546875,40319.43359375,81096.78125,,,,,408656.25,
C3,,,,,,,,,,,,
C4A,,,,,,,,,,,,861000.25
FAM120A,360121.802083333,212728.104166667,90126.21875,,,137497.515625,359263.46875,252987.588541667,1208290.625,754272.979166667,253161.239583333,201338.34375
CPNE1,,229837.703125,336544.71875,87291.6796875,65036.796875,,,,,,190830.625,281793.8125
MACROH2A1,111090849.5,66956501.6666667,135045222.083333,119077907.5,105670124.75,118636903.75,35945459.2291667,21907109.8333333,37133225.0416667,68699184.6666667,74633716.8333333,77870493.0
MACROH2A2,18232716.8333333,12582074.375,25751051.4166667,21519890.375,18124010.0,18556532.4166667,6387523.125,5373593.27083333,14112243.46875,11310338.8125,17339894.3333333,12531244.4166667
CDSN,1084527.375,778706.875,5889610.125,1887731.9375,1499547.75,3317004.375,1971590.03125,1687873.578125,2313396.46875,251083.953125,627525.875,10947072.75
SPRR1B,,,629613.4375,,,294925.8125,,145477.5390625,793908.8203125,121089.0546875,3296935.375,1266064.375
CORO1B,276484.479166667,227809.395833333,339253.333333333,96626.3020833333,669765.625,273677.6875,321815.4375,370082.25,940826.859375,703071.666666667,736664.0,372031.291666667
CORO1C,1288702.5,989615.354166667,1953141.375,59561.796875,813864.166666667,888250.5,1147410.54166667,1210120.29166667,1438766.04166667,1307201.33333333,1432048.16666667,1206259.33333333
CKM,,,,,,,,,,,,
CTBP1,771351.0,417623.65625,618605.375,200062.53125,522982.296875,250991.609375,978655.9375,890742.8125,1514212.9375,1007568.03125,990615.25,413044.5625
CTTNBP2NL,580862.552083333,,1033567.89583333,382171.041666667,777400.34375,510443.364583333,976026.416666667,192468.041666667,1003671.91666667,479861.895833333,159226.5625,85100.9583333333
CUL4A,1816117.0,1756559.83333333,2637655.5,1537688.0,1245964.16666667,1013867.42708333,1286227.09895833,1332410.13020833,2191245.33333333,2356776.66666667,2116809.5,2010126.0
CAND1,,,,591266.666666667,,552458.666666667,135125.651041667,539666.85546875,,,424876.083333333,
CSRP1,2373766.21875,1665121.04166667,3571637.08333333,2015561.16666667,2832092.29166667,2382792.33333333,1710529.30208333,1327187.11458333,1765683.53125,2828554.91666667,2251729.66666667,1976136.28125
CSRP2,2051123.27083333,1175169.70833333,2359935.70833333,731375.229166667,1619082.79166667,855191.708333333,873274.177083333,899814.09375,1933643.8125,2259378.95833333,1800353.08333333,1017342.0
CRIP2,,,,,,,,57039.828125,557460.8125,,270434.78125,
ACO1,452097.78125,319977.96875,,,267942.84375,346052.09375,281792.0625,233830.4296875,620818.375,433631.71875,,
DYNC1H1,,,,,497801.291666667,,32256306.78125,30891488.0,37622568.125,35764778.6666667,56468816.0,49921898.25
DYNC1I2,,,,,,,74506.28125,,,,,
CYFIP1,,,,,,,,,,,,
CKAP4,4199708.89583333,2980917.04166667,5075070.41666667,5941859.58333333,9048216.83333333,5299205.04166667,2738382.16145833,2845807.78125,7190074.41666667,11123280.1979167,8479746.29166667,6125515.0
SPECC1L,,,,,,,,,,,,
SPECC1,145628688.0,91479136.0,143370768.0,92499649.921875,96321396.1171875,107269776.0,167329313.273438,113973528.0,217462256.0,115275752.0,148400064.0,93364376.0
PHGDH,,,,,,,137534.484375,55262.484375,,,,
DAZAP1,238548.458333333,,224075.270833333,524989.0,623175.75,234794.875,573828.020833333,249193.4375,1249659.79166667,711753.541666667,446203.708333333,619188.75
ZNF326,,,1118006.25,252164.6875,544627.3125,,404814.125,373047.5625,688001.520833333,605204.75,371468.989583333,120466.208333333
DMBT1,,277300.0625,373238.53125,150389.53125,181331.734375,12700507.0,152193.390625,,138685.5,,187512.59375,169401.359375
ALDH18A1,,,,,,,,132911.192708333,,119813.510416667,83540.3697916667,
SGCD,214766.78125,598696.9375,104364.859375,170189.15625,587004.3125,303746.25390625,397541.78125,366966.0,301146.84375,80764.6484375,,1391886.375
DNTTIP2,2006185.6875,916617.9375,1000334.9375,1618712.5625,187386.71875,1178829.25,375323.2265625,,1062371.15625,2059831.9375,1752688.0625,1100418.0625
DCD,33337422.3333333,35236065.8333333,98244862.3333333,26239200.0,40232576.3333333,40210691.5,32106195.1666667,42364691.6510417,55232979.6666667,66855275.6666667,78581121.0,35949859.8333333
DSC1,7695220.33333333,4372254.83333333,15511485.5,3621546.95833333,5770790.375,4228275.58333333,10459178.0833333,6586131.8125,8499667.5,4752450.14583333,7892597.0,16119355.5
DSC3,340066.166666667,807244.5,1265608.79166667,326590.21875,267013.40625,636562.65625,192849.3125,128925.197916667,257476.739583333,401458.625,132960.885416667,3504116.125
DSG1,18995216.0,18960112.6666667,36032642.0,13983881.6666667,13736860.0,15440343.6666667,15406359.6666667,11847951.6666667,22072294.0,15784164.3333333,24350185.0,31255266.0
DSP,23265498.6666667,31403897.3333333,35308251.3333333,18854942.6666667,16053607.0,18514264.0,11092587.0,16805396.6666667,23624084.3333333,22774410.0,26726108.0,54664674.6666667
DSTN,778939.625,806304.8125,1114183.125,657892.0,969764.9375,856421.1875,500951.03125,356160.65625,795537.3125,518368.5625,,665213.0
DRG1,854427.666666667,638523.5625,805066.916666667,925960.854166667,545261.4375,377975.8125,612551.645833333,421862.15625,732279.697916667,1415098.66666667,1108426.82291667,1445643.22916667
DPYSL2,434967.583333333,,241328.375,,771562.916666667,,55075.6666666667,87354.4739583333,,74699.890625,,113578.520833333
DNMT1,5138052.83333333,3515235.0,5440515.16666667,3803062.33333333,4529770.75,4152521.41666667,1778252.875,1237955.45833333,2517991.5,3386323.95833333,2983967.41666667,3926783.29166667
DDB1,240760.958333333,209758.479166667,2316467.60416667,1751514.10416667,867422.270833333,1275643.48958333,889523.125,1499774.5,2088210.95833333,2619906.58333333,2581900.97916667,1523077.20833333
APOBEC3C,665998.35546875,699147.5,96130.3125,,1118164.0234375,68808.296875,,,,236230.375,,
XPC,1803943.125,1441759.3125,1242971.375,1151968.46875,422072.8125,675950.4375,896244.125,693785.25,1293141.40625,1952264.375,1992057.5,1501393.5625
RAD50,70785.9583333333,,106985.9375,,251355.916666667,112104.489583333,260004.510416667,64651.9114583333,112076.78125,180569.520833333,69101.4427083333,190836.895833333
MCM3,1287684.89583333,382442.427083333,1313363.60416667,1164502.61458333,325017.239583333,780106.4375,276590.375,624692.354166667,594063.083333333,979617.6875,910643.75,572787.208333333
TOP1,36842325.6666667,22906673.5833333,42906564.4427083,27140016.8333333,26601143.75,23713766.25,13109393.9166667,10909415.375,20582600.9166667,33535175.8333333,29523435.3333333,30035808.1666667
TOP2A,7511476.0,5782710.08333333,4471525.66666667,3814792.29166667,7224692.16666667,6249947.33333333,3332118.08333333,2635995.58333333,4490496.75,4416152.5,5970390.0,5624841.66666667
TOP2B,32202964.75,35888041.75,38118439.25,37548361.6666667,35471857.1666667,34267929.5,21287836.8333333,18181369.9166667,32564703.5,23045609.5416667,22801429.9583333,81671745.6666667
APEX1,26768114.6666667,12465031.5,31750209.0,20617306.6666667,22710496.3333333,19074662.0,6439324.33333333,4918487.51041667,14192301.6666667,22803587.0,22437002.6666667,19492384.0
MPG,2190694.66666667,1814034.875,2183102.02083333,2416452.29166667,2348921.58333333,2266569.375,1233436.20833333,903413.875,1325258.625,1808161.5,1977971.875,1979805.91666667
PRKDC,1346227.22916667,690373.645833333,1371761.54166667,326865.395833333,1488816.30208333,592889.09375,406064.666666667,873328.833333333,1989527.26041667,1605243.74479167,1372520.91666667,856267.541666667
POLR2A,540871.958333333,124304.416666667,1907682.77864583,259174.083333333,800733.6875,337100.9375,3749836.66666667,2803767.04166667,3960570.16666667,217517.395833333,1135828.63541667,336805.229166667
POLR2B,543340.458333333,209705.479166667,274639.270833333,284818.625,,507928.416666667,4129560.41666667,2490010.04166667,2533405.54166667,883457.5,975212.083333333,369862.958333333
DNAJA2,,,220811.40625,115126.9140625,129814.8359375,109653.7109375,,151857.875,249301.3125,397608.9375,,120194.875
DNAJB11,94658.8125,92952.0,,93868.375,239579.708333333,,,,,638462.25,41505.6822916667,270107.291666667
DNAJC8,1857932.8125,929875.875,2443573.0625,1720218.625,1816387.25,712825.5,1041199.5,986307.46875,1956704.875,2740108.75,1974475.75,1864034.375
DNAJC9,6043581.16666667,3829789.16666667,6654277.83333333,5730424.0,5677905.5,4933095.16666667,2462050.41666667,1380843.58333333,1920034.70833333,3245546.25,3146795.58333333,3603250.16666667
DDOST,,,623707.0625,,463303.65625,,,165490.046875,246580.265625,403279.15625,514824.6875,
RPN1,14208943.6666667,15119660.1666667,19885091.5416667,9991559.1875,11334120.8333333,10053553.3125,6613247.72916667,4829792.36458333,8953783.33333333,15255312.5416667,13749652.2083333,10389647.3333333
RPN2,442679.03125,347821.875,422644.041666667,257328.40625,194192.270833333,236192.541666667,,,324553.041666667,488977.875,532075.520833333,577503.197916667
STT3A,1665209.625,1337579.5,2228154.33333333,728289.833333333,1420711.54166667,1202188.79166667,1216177.875,620240.447916667,1496646.29166667,2080937.375,2441603.91666667,2127897.94791667
STAU1,,511068.21875,640388.625,,480437.0625,303170.90625,413498.28125,436279.0625,1075742.25,,647187.625,728525.9375
ADAR,2670113.95833333,1615320.08333333,4126857.45833333,1914999.0625,1692516.25,2146652.29166667,1285963.79166667,1603664.33333333,2954937.5,3339177.91666667,2848707.16666667,3845291.85416667
DBN1,,637487.0,1111604.5,514101.166666667,1081253.58333333,,,249652.770833333,484036.208333333,283851.75,266485.4375,
DCTN2,,,,,,,88238.046875,,,,358770.34375,
DYNLL1,805360.5625,500021.71875,822176.4375,705942.0625,694218.75,793758.4375,851689.99609375,1162016.46875,1229523.875,1481892.5,1004688.625,1448529.75
DST,4054783.29166667,2782624.94791667,4879866.08333333,2485814.57291667,1345316.01041667,1628355.0,627881.458333333,,179266.5,2175467.15625,300242.291666667,1627044.14583333
RANBP2,190982.145833333,,362554.25,,,112814.479166667,364813.294270833,71636.0520833333,146296.072916667,200707.416666667,344965.864583333,244885.0
TRIM25,26747.69140625,1961179.0,118772.5625,580340.0,2041911.75,,790253.125,,29249.126953125,,94450.8515625,64928.78125
TRIM22,86736506.5416667,79572720.4583333,96792301.25,89341179.6666667,91440731.0833333,76665096.875,53931142.3958333,21004452.9583333,31796965.3333333,30854606.5833333,36626075.3333333,42053963.4166667
TRIP12,2443260.96875,1526982.15625,2776259.1875,1917986.375,1559816.609375,2222781.296875,772817.3125,689163.8828125,1069589.59375,2454710.0,1899391.09375,1362340.578125
UHRF1,5897128.66666667,3928210.58333333,6151892.66666667,5324054.33333333,4480863.25,4865773.83333333,2487872.29166667,1827214.91666667,3357168.33333333,5570043.0,4850094.16666667,4671844.25
UHRF2,685238.75,190564.984375,802734.15625,648015.4375,,408406.4375,381170.9375,184724.59375,672744.703125,1052309.375,2476761.125,2442816.0
EEA1,,,,,202483.0625,,,,,,,
EFEMP2,,,,,,,,,,3828467.66666667,7454083.09895833,3841642.0
EHD2,,1524455.33333333,348484.5625,1146968.58333333,1010521.58333333,1248633.35416667,1022087.0,1505313.97395833,3978877.54166667,730560.75,1041307.5,802586.666666667
GCN1,101711.34375,,,,,,92503.3125,38249.6796875,,140239.40625,,
ELAVL1,1379497.98958333,405295.125,1764267.16666667,510199.041666667,2010608.15625,619382.1875,2432141.1875,751286.645833333,4187564.02083333,2988508.27083333,3966930.66666667,2160536.66666667
EEF1A1,22428362.0,12163487.0416667,20314423.25,15102290.4166667,20553648.3333333,14916085.9583333,9690589.22916667,4644611.83333333,16816966.125,18578220.7916667,18794019.125,19808737.3333333
EEF1B2,,,193948.541666667,,263927.645833333,,153025.421875,131567.8125,449134.75,,572988.0,173624.104166667
EEF1D,252642.520833333,184788.375,320734.729166667,177558.0,1091821.66666667,287155.979166667,484917.395833333,421494.46875,1134904.47916667,1116531.05208333,454696.791666667,131650.635416667
EEF1G,2024201.66666667,701923.458333333,968865.25,554641.125,2398246.70833333,973798.083333333,351611.958333333,344675.614583333,2930935.25,2206102.45833333,1347844.54166667,1033663.10416667
EEF2,3438830.5,2502813.16666667,3662469.33333333,2361544.66666667,2319648.08333333,2870414.08333333,2824193.33333333,2597536.79166667,4096783.75,4994209.83333333,4212668.08333333,4365269.5
EMD,14936711.3333333,11802967.6666667,15530651.3333333,13530858.3333333,11370167.6666667,12497649.3333333,6103219.08333333,4423835.20833333,6845855.5,11591329.1666667,10890211.0,7145912.83333333
EMILIN1,1370223.58333333,1089112.58333333,1842046.79166667,408211.583333333,1537935.20833333,757781.5625,256561.291666667,453426.34375,1378380.29166667,1709912.16666667,1830439.85416667,168745.8125
SH3GL1,,,439716.15625,398585.46875,881155.3125,1036446.40625,,140664.65625,154232.375,134538.140625,,
HSPA5,741559822.5,540048141.541667,1415994601.375,2123829022.58333,1608587473.33333,2233680048.66667,5006036.79166667,4052837.34375,7318923.29166667,5194631.375,4466580.91666667,2986058.8125
ERP29,,,,,,,,,,,,
ERP44,,,,,,,,,,,,212260.583333333
HSP90B1,428894.875,492148.333333333,1028461.63541667,318925.979166667,1450368.54166667,475848.583333333,395597.25,434184.260416667,1019064.70833333,740082.3125,706840.177083333,
EDF1,1298226.66666667,,1509380.91666667,1749732.5,1897168.0,2369509.95833333,1157396.71875,1881473.0,2954437.0,3142683.91666667,2692968.20833333,2047777.4375
EDC4,,,,,,,84166.1484375,,,,119127.25,
ERH,1126182.29166667,677276.3125,1547246.83333333,1489563.66666667,1822219.75,1340439.45833333,1488306.0,1192933.58333333,2444416.75,2378264.33333333,1535964.85416667,1830880.66666667
EPPK1,,,,,,,,,,,,3915724.16666667
EIF4A1,9277011.33333333,8127611.91666667,13530199.3333333,8621198.83333333,9293325.0,9724105.0,6169837.08333333,4421840.08333333,9081378.5,8447170.33333333,9032713.59895833,7631162.5
EIF4A3,4064144.0,2589551.16666667,4042664.16666667,2705634.5,3474842.16666667,2382973.83333333,2204467.5,2233522.45833333,4199448.58333333,3699851.0,3142490.58333333,2099946.41666667
ETF1,,229278.5,,537628.770833333,430434.416666667,,335291.0625,425378.770833333,117153.59375,310037.041666667,584234.604166667,463749.541666667
EIF1AX,2080699.3125,1519587.1875,2332440.84375,2318439.875,2633059.4375,2716210.75,1825291.125,1716222.375,1766467.125,2210513.875,2327068.4375,1798408.75
EIF2S1,2116704.33333333,711838.416666667,2077863.08333333,1317109.63541667,1342394.20833333,848699.770833333,1079535.33333333,991348.645833333,1834164.41666667,2280136.1875,2197903.60416667,1459505.72916667
EIF2S2,1737107.66666667,1084913.875,2402240.54166667,2053685.16666667,1908815.25,346456.604166667,943045.291666667,815876.354166667,1602712.04166667,2544646.25,1802450.33333333,1639961.0
EIF2S3,921530.1875,650623.375,1242686.70833333,867049.0,795911.8125,403346.833333333,722359.333333333,486332.104166667,592548.916666667,1495298.25,1249477.41666667,1271422.875
EIF3A,1385884.83333333,272574.916666667,2188292.70833333,1043190.875,1383624.625,911681.833333333,916961.041666667,556799.223958333,1711868.85416667,1726752.27083333,1822866.35416667,997774.6875
EIF3B,2196584.0,1515413.60416667,1777925.04166667,1535579.54166667,1454198.08333333,1449907.20833333,2228024.04166667,1174388.08333333,1828157.83333333,1982844.16666667,2223692.125,2327219.5
EIF3C,3918371.3125,2840021.29166667,3335425.83333333,1780033.70833333,2997888.25,1685411.66666667,2438194.54166667,1585016.16666667,4794011.91666667,4288953.16666667,4163090.66666667,3616317.5
EIF3D,3164555.625,2656466.75,3938868.08333333,2507801.79166667,2359758.58333333,2182027.10416667,1634465.29166667,1234764.875,2911779.58333333,3895886.83333333,3660088.66666667,2660107.16666667
EIF3E,742031.354166667,485829.145833333,297389.875,122862.708333333,98511.8645833333,140363.90625,228731.286458333,288770.229166667,1040015.42708333,817318.5625,145242.770833333,472059.5625
EIF3F,753859.5,397781.020833333,946355.083333333,491712.25,573290.583333333,449734.75,355394.84375,289971.0625,606382.166666667,474602.010416667,382444.541666667,274185.416666667
EIF3G,2744038.5,1326233.5,1735217.625,1535402.25,2104413.6875,1613425.75,1542994.875,1093137.0,2472040.125,3289102.25,1835200.25,2565226.6875
EIF3H,174205.041666667,278829.645833333,754193.958333333,421678.604166667,458548.010416667,544573.052083333,549543.083333333,579867.895833333,3626842.79166667,969829.979166667,735169.802083333,818797.958333333
EIF3I,,,94249.5390625,,92344.4140625,,,,349593.15625,40988.3671875,44500.39453125,
EIF3L,7823496.41666667,5900031.41666667,8857237.54166667,8168975.85416667,7319036.0,7658228.08333333,2217953.63541667,2744868.66666667,5156030.10416667,8766286.73958333,7076582.47916667,7281269.97916667
EIF4G1,490699.25,4917082.125,448309.541666667,,,,285214.145833333,408713.666666667,356939.875,471035.208333333,457405.25,232992.354166667
EIF4G2,,,,,93558.7708333333,,,22552.125,351335.072916667,,295528.8125,
EIF4B,4879679.6875,1630327.36458333,2781509.1875,354681.25,825828.677083333,1611918.5,384500.677083333,590644.7734375,1004893.0625,964175.770833333,853645.427083333,672165.682291667
EIF4E,188300.9375,,78355.2239583333,130356.614583333,,156112.15625,42774.2473958333,137259.354166667,,318306.3125,323695.020833333,154446.989583333
EIF4H,961743.708333333,935650.354166667,2177260.41666667,568833.666666667,1001911.91666667,1691164.58333333,941248.5,658575.291666667,1630704.16666667,1884978.08333333,1114735.02083333,1614333.83333333
EIF5A,18299123.25,10305019.4166667,22274145.1666667,27599041.4166667,12383098.8333333,23603115.9166667,8468714.75,8874607.125,10914206.9166667,14699805.0,15637287.8333333,12015136.8333333
EIF5B,,160897.125,140116.828125,259224.375,,509318.859375,557511.3125,197339.078125,,,647607.90625,287590.78125
EIF6,2151894.0,755270.8125,2848921.0,291588.208333333,555044.5,,93030.3229166667,127549.96875,1781898.29166667,866094.166666667,244408.0625,1136048.5
EXOSC10,221937.765625,109906.5546875,774427.0625,332736.4375,129005.1640625,452024.9375,322051.71484375,426246.125,671720.0625,212812.90625,,257419.515625
MTREX,174371.28125,316111.8125,507819.739583333,125982.458333333,524278.916666667,,281961.625,269523.145833333,705317.270833333,805780.385416667,707875.5625,207657.125
XPO1,,,,1443582.36458333,1387417.38541667,1690220.625,197275.682291667,109873.270833333,825699.96875,790138.333333333,1907274.66666667,1033095.0
CSE1L,2388074666.66667,1647135744.0,3711449088.0,3036358314.66667,2889265152.0,3069463893.33333,1254569130.66667,691540821.333333,959155370.666667,1652410709.33333,1643707562.66667,1618168149.33333
ESYT1,,,,,,,,76915.359375,,,,
ECM1,1654511.0,1470734.34375,3239795.375,1336261.21875,1028477.28125,1555764.0,1065667.3125,804110.65625,2022125.6875,1602601.34375,2404995.0,5476004.0
EZR,5069710.5,4039185.125,4349358.0,2400748.75,3357935.5,1771907.375,880538.1875,2208856.5,3515249.5,4327341.5,4782794.5,3858258.125
SUPT16H,13344005.6666667,6558019.16666667,15940425.3333333,8885596.16666667,10342977.25,6997522.16666667,6234404.0,8568433.83333333,15021590.6875,18606157.6666667,17530749.0,12678945.3333333
SSRP1,10119455.375,6361097.29166667,11535647.0833333,11751383.8333333,7539752.33333333,10180677.8333333,5539842.5,3312985.66666667,6321642.875,8645826.20833333,7606412.85416667,7001410.54166667
