Label,H3_1,H3_2,H3_3,H4_1,H4_2,H4_3,H3K4me3_1,H3K4me3_2,H3K4me3_3,H3K4me1_1,H3K4me1_2,H3K4me1_3
PDCD11,4851327.41666667,3143086.8125,4885309.33333333,5054839.16666667,3269240.0625,5027976.91666667,2903545.41666667,2355856.1875,3248922.70833333,4550133.375,4930855.91666667,4626093.5625
S100A10,,170930.296875,439948.71875,419594.828125,339557.96875,613724.578125,350656.5625,364852.4375,572136.0625,670033.6875,411626.46875,1631449.59375
S100A11,1620731.234375,1001323.98958333,3518918.75,1079430.22916667,1276697.17708333,1425929.96875,954662.364583333,849238.25,1599736.29166667,1646554.41666667,1142165.88541667,3769022.25
S100A14,1567597.70833333,1559792.39583333,6730100.08333333,1031124.91666667,1087343.1875,1151601.25,1174564.27083333,983710.645833333,1523205.5625,618323.5,1698391.875,4983300.33333333
S100A16,790533.5,260424.375,3172671.33333333,1164608.08333333,1188972.9375,1255306.33333333,,,263495.291666667,448409.333333333,1279048.125,3186024.25
S100A6,2976692.875,2032593.0625,4491728.875,3356997.25,2600834.875,3827759.625,1210874.5,1609737.65625,2331585.0,3619452.5,2504288.125,2072437.4375
S100A8,2758347.58333333,1609881.5,15904248.0,1910344.45833333,1520096.33333333,2066546.33333333,1562894.0,1170739.33333333,1516155.75,1159314.91666667,6950626.66666667,2574135.16666667
S100A9,2062266.41666667,248489.416666667,14046225.25,2211776.54166667,566224.270833333,1112684.41666667,947261.083333333,1002497.02083333,1856952.20833333,2675486.25,5833557.45833333,4141795.75
SCRIB,,,,,,,387312.1875,,,,,
SDAD1,1132434.65625,661065.875,1978200.125,1213693.5,1141428.34375,440287.375,995504.34375,688011.09375,1349295.1875,1879788.78125,1806693.5,1133692.9375
SEC13,,656450.0625,457070.53125,,498045.84375,460876.46875,359297.03125,315268.40625,302933.28125,290428.15625,421024.71875,
SET,8596918.83333333,3454853.0,5289785.66666667,4181599.16666667,5290495.375,4524312.5,3098512.58333333,2260301.41666667,4941582.0,3273700.0,3629591.41666667,3827793.83333333
SON,,,,,,,,,421751.515625,,,
SEC23A,,89721.4791666667,,,29262.3723958333,,39571.6640625,65109.828125,,66190.5729166667,,
SEC24A,,213633.25,338782.90625,,,,,,,,,
SEC24C,,,327580.03125,,,,301322.3125,,,,,
SEC24D,,,,,,,,,,,,
SEC31A,5621760.20833333,3585519.66666667,6028353.5,1816356.0625,4411297.45833333,1981904.41666667,1656578.82291667,2481684.95833333,7317911.04166667,9616082.3125,1431761.41666667,283953.625
SEC61A1,6009020.66666667,5476136.5,5493604.66666667,2528237.0,3805756.66666667,2794723.66666667,2405381.16666667,3117608.29166667,3943719.58333333,7537443.16666667,8739518.16666667,6446263.08333333
SEC61B,6892000.33333333,6149631.83333333,6457949.91666667,7064655.66666667,8435272.5,4850803.61458333,4134242.0,4727839.33333333,9117344.5,11457286.0,10093982.3333333,8996394.0
TGM2,508386.666666667,,,403145.583333333,,217688.666666667,101327.96875,,224382.333333333,,494911.458333333,646793.083333333
TGM3,6421704.54166667,6495026.5,14031069.75,4364445.0,3400005.83333333,4403100.79166667,6106286.53125,5647495.20833333,7713881.35416667,6849578.83333333,11570341.4166667,17632766.0
TGM1,3164728.29166667,2549476.625,5605339.08333333,1729914.16666667,1431789.33333333,2442361.125,2235847.14583333,2359448.64583333,2890309.20833333,3235411.58333333,5324436.75,6489586.29166667
FAT1,598387.625,303575.03125,738768.8125,1086861.75,,1412368.125,392785.34375,1052491.875,641852.5,129826.84375,612048.0,334125.96875
PUM3,1185570.08333333,844038.979166667,1447472.16666667,656266.71875,1065569.84375,737796.46875,753375.5,359244.5,1043994.79166667,1007155.70833333,912475.979166667,1288853.45833333
GLYR1,10908385.5,6844442.25,8934039.58333333,5266072.25,7206344.58333333,2635727.5,855376.8125,618886.755208333,6582737.33333333,6710755.5,7830814.41666667,5938863.0
LUC7L2,723102.104166667,508922.479166667,490946.125,257004.4375,148054.458333333,422176.0625,532308.364583333,565931.916666667,914836.75,1031990.45833333,326644.6875,234999.604166667
PKM,3959803.83333333,2862310.25,3804173.33333333,2222179.58333333,4866665.16666667,3058227.83333333,2965085.25,1763718.0,4117568.83333333,5067596.33333333,3291817.5,4542755.0
GDI2,185349.9375,226650.25,672383.833333333,,201817.479166667,315409.020833333,122726.96875,178854.791666667,457230.1875,,,257741.25
RANGAP1,609692.958333333,,,,957112.416666667,770472.333333333,343723.270833333,,362514.875,639736.083333333,372364.708333333,
G3BP1,2735895.33333333,2598053.0,2798146.58333333,3020435.58333333,2638332.41666667,1997735.33333333,2609723.75,2609219.625,3500527.66666667,3175255.41666667,2500289.25,7156536.08333333
G3BP2,999528.5,668939.208333333,1468827.64583333,777951.125,1163706.22916667,937313.333333333,1144104.08333333,818536.776041667,1749491.70833333,2711195.5,1808136.20833333,931300.083333333
IQGAP1,940595.145833333,451574.416666667,1473812.08333333,596275.791666667,930662.645833333,895739.666666667,1269408.80208333,430272.166666667,2006987.91666667,1449654.08333333,637889.833333333,754864.166666667
RAC3,,,202695.0625,,,,197482.71875,157846.328125,266877.59375,,226987.828125,
RAB1A,836834.166666667,465955.1875,909172.958333333,359535.916666667,414693.708333333,350407.333333333,219470.255208333,384302.989583333,486438.958333333,732766.041666667,436424.25,570874.229166667
RAB5C,377411.401041667,427148.40625,586176.791666667,365065.328125,650946.395833333,319863.25,192529.552083333,216964.393229167,671489.46875,763010.833333333,457086.5,406264.833333333
RAB7A,,,254011.546875,,161926.390625,283833.625,112914.9453125,194605.03125,251515.328125,575793.8125,,
RAP1B,210902.328125,,,,329255.0703125,,189417.53125,140230.875,413009.65625,195439.0,,
RACK1,31313855.3333333,5524883.75,22970164.5,6503463.66666667,21918260.8333333,6386385.0,6781855.640625,6147807.05729167,8681052.0,10009017.75,10986978.3333333,9016846.58333333
RCC1,7882859.66666667,3736007.5625,9654673.66666667,8651821.83333333,7470436.0,6905849.66666667,3492265.0,1963104.48958333,6832874.83333333,6142642.5,7513387.33333333,4924795.66666667
UPF1,,,,,223048.791666667,1127285.08333333,98900.2395833333,131970.447916667,388463.729166667,,1873020.33333333,
RSF1,1246085.4375,416708.53125,1010075.9375,828207.625,653070.59375,806937.6875,415770.46875,382956.65625,236415.015625,510943.625,,
RCN1,,,,,,,,,,,,
RNH1,2048300.83333333,1638187.8125,3122063.33333333,2210029.875,3326849.54166667,1940210.27083333,1670685.83333333,1521908.66666667,2838625.79166667,2668229.08333333,2240862.0,1995721.58333333
POP1,1682517.79166667,1181672.54166667,1862816.0,1028779.0625,821110.583333333,1254358.5,898236.989583333,743363.1875,1278235.04166667,2118186.25,2631671.58333333,1347000.41666667
RSL1D1,11996549.0,11123031.3333333,13989390.6666667,7422814.91666667,7523663.5,9048892.33333333,7277158.08333333,5596713.75,9334039.16666667,17522277.0,14026224.3333333,9720212.16666667
RRP1,2808604.75,1514934.70833333,2831614.5,1149866.16666667,1581190.25,997094.708333333,1259315.60416667,1320763.20833333,1973882.33333333,2235274.08333333,2361130.70833333,2760492.75
RRP1B,1068988.28125,897607.96875,1321063.9375,228369.953125,691569.65625,563204.625,,560361.078125,1165600.9375,1160862.71875,1309516.25,627644.8125
BMS1,1462670.625,1247679.75,271029.104166667,197645.307291667,92872.25,,,99128.125,428619.708333333,570898.1875,494714.229166667,178698.833333333
BOP1,1324979.10416667,438574.666666667,1710022.25,1615188.04166667,705187.083333333,,989864.036458333,522350.583333333,1228584.08333333,1430462.0,1683652.91666667,1047271.16666667
BRIX1,4468115.08333333,3075046.58333333,6467788.16666667,3333243.33333333,2790698.08333333,3106309.0,2656588.5,1843013.29166667,3191305.41666667,4415322.08333333,4157919.66666667,4115779.16666667
NOP53,1631188.91666667,1015089.97916667,1533523.83333333,743537.083333333,1197049.54166667,712660.979166667,835086.166666667,811578.520833333,1261677.77083333,2110841.25,1843410.70833333,1290529.79166667
NSA2,1838378.0,1088860.95833333,2161860.58333333,1060365.41666667,890717.0,1002742.45833333,880663.458333333,608894.333333333,986798.625,1816304.41666667,1512660.83333333,1442421.91666667
RRS1,6715051.9375,5391534.375,8736432.56770833,3377214.91666667,3829785.8125,4101052.83333333,2493740.52083333,2612542.47916667,4643454.85416667,7391299.41666667,6609965.91666667,6467195.95833333
SBDS,512297.28125,332981.96875,,315379.8125,255941.234375,594220.078125,181998.734375,260469.5,558985.4375,1005623.0625,663657.625,774015.8125
RPF2,4881669.91666667,3688685.33333333,5394449.41666667,3477461.5,1799721.08333333,3609579.5,2445637.29166667,1483908.0,3105287.08333333,4216873.16666667,4598727.0,1994914.5
RRBP1,361245386.291667,405443858.666667,499270298.895833,310937758.5,315973118.375,384745665.333333,195444800.666667,80054521.4583333,236217171.041667,208203190.666667,272152669.9375,214227760.0
RCL1,1023504.8125,246174.1875,338376.625,157532.109375,1125438.15625,142641.96875,242248.90625,1221923.109375,1976086.84375,1147344.03125,832815.78125,1366892.84375
RBFOX2,,,,464919.8125,301761.71875,438822.65625,258726.171875,340406.875,106038.1328125,852836.1875,,
NAT10,1819243.04166667,1169798.52083333,1449114.58333333,1336597.625,2429635.58333333,,794557.09375,284628.114583333,1100156.125,4752211.5,1144354.41666667,1571162.66666667
NSUN2,1343331.20833333,923168.75,1874361.66666667,1202229.16666667,403412.541666667,524683.208333333,453330.583333333,691182.645833333,1434695.79166667,2062276.04166667,1555315.25,950720.458333333
PAF1,,,,,,,,,,,,
RTRAF,2506943.16666667,1094060.72916667,1900743.33333333,1901104.45833333,1918869.70833333,1572198.75,1673960.66666667,1392457.95833333,2484792.45833333,2336193.83333333,2179532.04166667,3504054.70833333
RBMX,7238596.25,5540268.16666667,9134847.16666667,8587210.0,10456831.25,8389313.70833333,10717865.125,8112118.08333333,14809539.0,10346071.6666667,8952804.33333333,8118403.41666667
RBMS2,190344.5625,,,96303.3541666667,85397.9270833333,117723.8125,136538.395833333,129958.270833333,180751.958333333,456683.166666667,173368.083333333,
RBM14,16775835.1666667,11246659.1666667,18693985.625,10433258.1875,13787486.8333333,9097747.08333333,11592129.875,9082555.375,15573973.0,16635165.7916667,18951636.1666667,16181399.625
RBM15,328086.104166667,,,,,,129274.979166667,283184.354166667,410584.3125,273023.395833333,,
RBM25,,,,,,,146405.947916667,185266.171875,644299.604166667,322357.916666667,,
RBM26,,,,,,,,105604.46875,,,,
RBM28,383195.916666667,244488.458333333,452682.416666667,488126.302083333,,158408.010416667,217734.1875,505828.625,776940.708333333,650199.333333333,1021854.45833333,696355.541666667
RBM3,1279516.79166667,549008.864583333,1125905.5625,1202411.16666667,929678.541666667,1059534.54166667,1099351.83333333,854411.979166667,1134741.83333333,1080462.95833333,978645.854166667,1161593.0625
RBM34,2179242.45833333,1560820.0,1952317.33333333,1294374.20833333,755164.010416667,1535158.0,1025275.875,1091062.22916667,1928713.125,2482908.20833333,2363725.08333333,2102589.95833333
RBM39,1690892.13541667,1177756.21875,1960169.3125,461321.833333333,299383.1875,,1508834.08333333,935823.53125,846070.5625,1106990.02083333,603865.833333333,335445.958333333
RBM4,603609.0,497704.375,837954.854166667,472242.3125,847809.375,725644.0,706798.645833333,580691.6875,817349.604166667,768819.09375,529051.697916667,110916.520833333
RBM42,466474.71875,646744.8125,701280.625,255041.734375,422537.71875,515738.09375,,,176793.765625,211174.921875,267835.09375,
RBM8A,642211.791666667,664534.541666667,1256358.91666667,503569.458333333,1672250.25,632892.75,769972.416666667,950470.145833333,1529693.5,1908399.20833333,1644414.75,1526185.66666667
EWSR1,1599120.75,1373776.5,2256156.16666667,6747702.83333333,10210743.6666667,6091990.58333333,14354232.0,12725763.5,22560255.6666667,12084624.3333333,10174325.6666667,9512014.16666667
FUS,4919716.0625,3676394.05729167,5821001.20833333,28067921.5,22383006.5,23628480.0,26573543.3333333,34093431.6666667,58029789.0,31459491.3333333,25900925.5,27310998.8333333
RALY,3995386.25,2747624.5,4862614.75,3138433.08333333,3755439.83333333,2830328.0,3645627.33333333,3345307.83333333,5833927.66666667,5029686.5,4201286.0,3850888.5
RBPMS,,,,,,,,139434.4375,216000.34375,437928.71875,128969.9296875,
RNPS1,1049210.29166667,692823.104166667,1250176.08333333,,,,,,252380.104166667,283545.854166667,,
RTCB,1886794.16666667,1145880.875,2267426.41666667,1418800.0,1412226.20833333,756782.083333333,899576.875,1279523.20833333,2737072.33333333,2828981.75,2702268.54166667,1829167.0
FBL,13406422.0,10626654.3333333,15824417.0,11329773.3333333,14117639.0,10810221.1666667,9790773.33333333,8363377.5,15006974.3333333,14458331.3333333,14670995.3333333,12451245.6666667
RRP12,3609292.0,2874025.58333333,6198313.33333333,771466.958333333,2866899.75,1907282.16666667,2176489.75,2368674.83333333,6731655.08333333,3565976.70833333,5165386.58333333,2255538.16666667
RUVBL1,513674.625,320480.96875,669770.416666667,408382.614583333,572278.708333333,365764.166666667,2399799.66666667,1654574.20833333,2313929.58333333,390492.708333333,205697.0625,241161.645833333
RUVBL2,214315.8125,375301.041666667,686718.0,163236.583333333,885251.666666667,413474.354166667,2362160.20833333,1701706.95833333,2880950.16666667,677648.166666667,799644.875,208654.583333333
SARNP,1644398.33333333,1503028.0,1705858.08333333,1572145.16666667,2085661.54166667,1850808.875,1132843.04166667,1007604.25,2028906.41666667,2166541.0,1597208.0625,1995143.83333333
ATP2A2,183386.916666667,1100334.41666667,242089.333333333,189615.791666667,855178.958333333,204081.6875,158197.5625,239682.020833333,399065.15625,707515.479166667,573143.083333333,785373.479166667
SAFB,,,,,263889.6875,,,43534.515625,,,,
SLFN5,1033876.25,1714251.65625,1659541.125,1115068.40885417,1528649.1780599,1116435.375,1033504.16666667,586158.395833333,1184646.9375,1000012.0625,921269.510416667,1125477.42708333
SEPTIN11,646598.791666667,804539.0,2229435.0,1775379.625,1110694.875,,302462.729166667,291125.541666667,928671.416666667,251934.75,790520.416666667,1223484.33333333
SEPTIN2,538335.625,217330.9375,760843.895833333,213092.3125,368438.333333333,476454.6875,532643.333333333,330727.71875,689395.583333333,719490.041666667,779586.869791667,407529.260416667
SEPTIN7,8852467.95833333,5383516.0625,5491547.75,4127563.23958333,3196964.66666667,3548219.89583333,505265.489583333,352104.09375,918356.083333333,1063321.6875,1008783.02083333,933006.625
SEPTIN9,722537.875,647409.458333333,948774.875,989754.9375,1653280.5,763147.5625,1219004.0,852534.9375,1602849.33333333,1685747.1875,1247142.22916667,654100.708333333
SRRM1,28595486.75,14647364.0,21255388.0,26279841.5416667,28732124.5,25680605.3333333,11334979.5625,10634537.125,11717844.0,19034128.6666667,20833252.0,23602064.0
SRRM2,2469671.0,2003361.16666667,3636865.0,3545257.66666667,2192150.66666667,4175622.0,1606130.5,2222815.83333333,2193994.0,2273405.16666667,2974052.66666667,1544778.0
SRSF1,2575012.16666667,2310831.66666667,4414311.875,927850.416666667,1883502.33333333,1491727.3125,2030838.16145833,1132514.9375,2512471.39583333,2048319.0,1227707.66666667,1010527.66666667
SRSF10,3067297.0,4373402.83333333,931402.625,1457331.33333333,2066381.16666667,,104954.375,233118.46875,585833.895833333,1829862.66666667,,1592613.33333333
SRSF11,,,,,,,,,,,,
SRSF2,4260559.79166667,2214868.875,4681355.04166667,1413649.41666667,2591474.04166667,1080027.875,1632796.83333333,1730733.47916667,2838205.0,3545065.0,2691564.54166667,1559889.25
SRSF3,2731713.83333333,1822257.125,3875763.54166667,651683.708333333,1765527.29166667,1158461.95833333,1372162.83333333,1443062.0625,1913391.5,2915203.58333333,1473629.875,1262979.875
SRSF4,,,,,,,61413.4322916667,42503.0364583333,106225.572916667,81685.4635416667,52350.755859375,9978.87369791667
SRSF5,921284.3125,504790.59375,1188782.5,,551711.6875,,333583.53125,84400.3671875,405956.34375,808049.9375,1053955.96875,687933.4375
SRSF7,4787020.75,2931656.25,4519716.08333333,1037168.70833333,1497380.25,332382.520833333,1460492.0,1111776.33333333,3409668.25,3209198.91666667,1194641.20833333,1190556.375
SRSF9,1273071.29166667,984501.65625,2016694.08333333,1222884.39583333,1553221.234375,1255760.14583333,1717953.125,1263945.27083333,1652314.91666667,1527411.54166667,1258088.52083333,1388956.39583333
CDC42BPB,966039.625,797146.625,1157423.25,824192.03125,882570.9375,908489.109375,937161.859375,974517.8984375,829801.375,1037700.5625,988874.125,1065170.125
PRPF4B,,,,,,,,,16432.9895833333,,,
VRK1,1950218.0,1040498.22916667,2379257.66666667,2055328.125,2158620.54166667,1879975.45833333,597558.0,454999.322916667,884833.895833333,2034620.41666667,1464685.83333333,1217938.29166667
PPP2R1A,2165317.625,101487.479166667,2107338.20833333,5150725.66666667,2010271.83333333,4341264.0,,145028.083333333,198706.9375,551083.791666667,215326.895833333,185535.291666667
PPP1CA,,346338.4375,318069.791666667,349266.041666667,283017.854166667,,323489.833333333,437048.083333333,955497.666666667,471556.895833333,822156.036458333,920148.666666667
STRAP,226958.229166667,,112201.510416667,,,141871.083333333,79356.25,76834.79296875,184614.4375,87697.1354166667,,
TF,,,668387.416666667,25535.4348958333,,99743.9479166667,113193.697916667,52183.1458333333,,295566.052083333,,266346.979166667
SERPINB12,1441207.05208333,2898246.83333333,6823653.5,1461917.41666667,1504443.25,2228290.45833333,1579465.66666667,1351789.66666667,1824507.0,1402064.66666667,2241575.29166667,4513967.08333333
SERPINB3,1628389.45833333,1057680.91666667,4165446.75,1017268.45833333,536257.28125,851182.625,1249688.89583333,763919.645833333,1084161.6875,542844.604166667,1401198.22916667,5854564.16666667
SERPINH1,3019114.5,2318868.625,4083500.27083333,2199889.70833333,5443758.70833333,2539276.02083333,1617349.41666667,1832569.8125,4599808.20833333,4050027.08333333,2542738.66666667,1430796.58333333
SRRT,735890.208333333,504677.75,1643862.21875,896584.40625,741146.895833333,1131158.04166667,1205120.71875,1141044.60416667,1577294.125,1081604.39583333,1303543.97916667,781953.3125
SH3BGRL3,3342367.5,3590433.875,5301873.125,2945675.3125,3440001.375,3978568.375,1968962.3125,1211836.375,2816874.5,3949827.9375,4149062.25,1869577.125
SH3BP4,,,,,,,,,,,,
SRP14,4051697.25,2438857.08333333,5658816.08333333,5942727.91666667,4027465.16666667,5222632.20833333,2879640.71875,2151813.11458333,17290597.5833333,117550709.833333,45423057.3333333,81741981.7916667
SRP9,,,,,,,,135643.859375,146772.328125,,,
SRPRA,754867.6875,654625.3125,861655.875,527665.1875,121737.65625,,290191.46875,548408.921875,974962.25,1223602.625,1043064.4375,843966.1875
STAT1,,,,,265129.2734375,355102.40625,,70006.5390625,,,,
PDS5A,,,365808.40625,,185954.578125,192188.265625,,,,178810.359375,,
PDS5B,,,,,196355.90625,,327168.6875,222052.609375,783931.90625,230110.28125,587468.453125,
SNRPF,402890.833333333,187235.291666667,581814.875,818622.041666667,1231015.08333333,629378.5,150986.291666667,266274.3125,1287283.125,1809715.45833333,990736.791666667,765862.666666667
SNRPG,1799974.9375,943103.8125,2274711.4375,2486194.875,1750734.9375,2719747.5,2078298.0,1707642.75,2724292.0625,3017149.625,2380559.9375,2146576.0625
SNRPD1,9653994.35416667,11732054.25,21191269.1666667,9143385.41666667,12483154.4166667,11240524.7916667,7462853.08333333,4555466.625,14777349.6666667,14529584.8333333,14467014.75,18487930.8333333
SNRPD2,7951449.16666667,6319022.0,9600433.33333333,11578671.3333333,9590360.83333333,8805697.33333333,11366285.0,9573688.83333333,14950153.3333333,11274018.6666667,10388860.5,8881132.33333333
SNRPD3,12485479.2916667,7753076.91666667,12931879.0833333,12477544.4791667,12380213.4583333,12941954.0416667,15288056.5520833,9932351.83333333,15629282.1666667,12067201.5833333,12877764.3333333,11605899.0
SNRPB,8838032.16666667,5546693.58333333,8681010.08333333,8337344.5,8257110.54166667,8850894.83333333,8082865.29166667,5077895.75,10378290.0833333,9611693.33333333,7545385.0,8353608.33333333
SPRR3,,,18868033.0,,,,81715.7395833333,31451.5208333333,112781.645833333,,137125.666666667,
SUMO2,5551553.625,4051160.625,6503112.375,4895631.0,5373270.25,4066539.875,7809710.25,7947668.5,11798056.5,7157974.25,7381050.0,6526975.25
SMTN,98012.6171875,195115.046875,,,215944.921875,,50575.4140625,,93897.96875,,,
SNW1,3615202.5,6296001.0,3566342.25,4695317.0,2970093.5,3120543.0,2056134.1015625,1926588.75,3122703.8125,2470886.1875,3994860.75,2728053.5
ATP1A1,,,,,,,,,,,,
UTP3,1837503.92708333,1684853.48958333,8924214.0,2401701.5,1039066.08854167,3552886.66666667,2526029.0,3456421.22916667,2472151.26041667,169963.010416667,4167683.1875,1965454.08333333
SPATS2L,3188371.91666667,1864672.83333333,2237158.0,1161061.04166667,1006479.95833333,1137651.5,1469969.79166667,1171178.61458333,2119816.70833333,3695915.0,3382161.83333333,3177203.25
SPTAN1,103393002.666667,78097043.1458333,95976021.3333333,114759978.666667,66158217.1197917,69972069.3333333,86387363.9583333,28260251.0416667,71227619.3333333,166137010.5,163750309.333333,125392621.333333
SPTBN1,4987023.66666667,4245565.66666667,6077498.66666667,5683902.0,6930724.75,4070714.66666667,4726310.625,3249704.01041667,6278277.79166667,4974894.45833333,5042469.0,4977619.33333333
SMPD4,2651930.25,5365833.25,5778120.5,2236529.0,4436697.5,3048961.75,1610005.25,1003538.9375,1809852.125,3853783.25,2265538.5,3326910.25
SPIN1,649475.145833333,316071.479166667,1111471.22916667,754168.604166667,825426.104166667,887166.041666667,9973795.83333333,5966376.66666667,10061058.5,1243941.70833333,926607.729166667,1206100.79166667
DDX39B,6608282.91666667,4477283.83333333,8880015.25,5693298.58333333,6696960.41666667,6197759.375,6619009.16666667,5381688.83333333,8992669.91666667,10503547.6666667,9430627.08333333,7568831.58333333
SF1,,626355.369791667,357694.65625,246343.723958333,999397.770833333,242372.942708333,1125931.38541667,405776.697916667,272561.979166667,947987.104166667,829333.770833333,585056.385416667
SF3A1,266405.395833333,,,297404.208333333,,237864.8125,137469.260416667,149687.479166667,296123.104166667,404552.75,472555.208333333,
SF3A2,229781.859375,214502.703125,812223.46875,202081.453125,130496.234375,854594.875,270515.5,531111.03125,1146872.8125,990115.0,914102.0625,331183.96875
SF3A3,176042.625,,158158.979166667,92079.5,469821.895833333,302625.96875,396992.916666667,341383.0,635268.979166667,434985.041666667,304667.354166667,
SF3B1,,313098.0625,,294623.229166667,210811.145833333,71358.7864583333,432227.885416667,585543.458333333,821871.833333333,273783.645833333,621170.666666667,145258.21875
SF3B2,731922.083333333,541167.375,2529134.58333333,1601909.45833333,1328036.45833333,1070999.70833333,1565630.75,1564730.79166667,2731108.54166667,2358327.91666667,1398230.9375,1973631.52083333
SF3B3,2958498.94791667,2302457.78645833,5090732.79166667,2945965.33333333,6127672.03125,4480562.75,6400996.60416667,3608899.9375,7093072.21875,4158629.54166667,3810356.80208333,3674271.83333333
SF3B6,101253.979166667,114250.260416667,58034.5520833333,,,95645.0104166667,142218.026041667,177654.4375,419657.041666667,76516.078125,,118482.072916667
U2AF1,1949246.33333333,1064259.625,2099302.04166667,1236858.125,1233284.25,1374612.625,2037092.625,1645979.08333333,2964771.5,2187281.29166667,2099561.20833333,1263407.25
U2AF2,1326637.75,837597.125,785274.666666667,669735.666666667,999354.416666667,623262.25,1220872.58333333,983495.583333333,1278099.85416667,1058777.375,1122964.95833333,716920.833333333
SFPQ,11825348.0,18390656.0,9469672.83333333,17102335.0,20013068.3333333,11748997.3333333,15664290.0,13111976.1666667,38370815.3333333,15721130.0,11638117.0,11754152.5
CTTN,,,,,64931.1041666667,,,39510.6875,,65066.3333333333,69961.5052083333,57814.7760416667
SND1,9046132.66666667,6051154.03125,10309986.6666667,7203612.91666667,6798202.0,6315789.83333333,5795234.5,4273502.83333333,6446689.45833333,8717270.33333333,7287938.0,8076381.66666667
STOM,782449.125,,250458.234375,,408438.6484375,,,,,,,
HSPA9,,,,,,,,,,,,
STRN3,2205142.5,1634662.5,765641.8125,,296983.3125,,,,,398559.21875,,
SMCHD1,5352493.58333333,3439788.0,6625598.66666667,4891137.58333333,4075224.91666667,4372905.58333333,1183886.67708333,1376230.83333333,3026390.91666667,3819795.0,4227006.75,3501979.33333333
SMC1A,1297722.54166667,,687600.375,361335.083333333,627695.125,497989.666666667,938038.208333333,685309.395833333,712330.416666667,1654282.8125,1378820.95833333,1383051.89583333
SMC3,2295343.66666667,332395.229166667,,895324.833333333,1296712.91666667,,758648.375,972111.208333333,1851173.5,1602160.05208333,1096416.375,502015.708333333
SUN1,590784.520833333,1565826.89583333,203362.541666667,231155.083333333,632759.666666667,,,,234587.395833333,626852.791666667,853236.833333333,485045.885416667
SUN2,1527848.29166667,860002.5,1659451.16666667,1082381.91666667,1810199.29166667,1389897.95833333,,303626.208333333,639396.333333333,467683.791666667,990325.333333333,984785.666666667
SVIL,2555896.5,,,922528.625,,,2017176.375,,2947629.75,,,2944497.25
PPAN,2271682.5,723427.875,2944316.5,1307386.75,545355.0,1329777.375,1212272.75,891962.0,1376459.125,2489344.25,1994740.875,2450414.5
SBSN,1215935.6875,1374584.45833333,2781135.125,897731.25,1611740.83333333,1075628.8125,487571.411458333,1841330.07291667,2059981.8125,802167.875,4616175.8125,7777734.66666667
SURF4,,,,,,,,,,,,
SURF6,1519451.33333333,566374.041666667,1542085.125,472731.5,1095709.61458333,444410.458333333,388137.541666667,675949.125,1600407.16666667,2491313.45833333,1843921.20833333,1710427.70833333
SMARCC2,580706.510416667,623070.458333333,1017477.83333333,251481.208333333,795006.546875,292531.5625,285531.895833333,357070.239583333,737312.958333333,591817.135416667,482096.020833333,148731.25
SMARCA5,5085278.58333333,3569830.5,4839019.83333333,4328080.25,1759319.16666667,3070288.58333333,1442365.75,2410558.95833333,3762967.58333333,5455729.08333333,4503358.66666667,4970309.58333333
TLN1,15527976.7708333,6558110.40625,19501661.375,17106453.3333333,13735822.25,16676916.1458333,7786986.53125,6036286.47916667,8814217.04166667,15220917.0833333,18073260.8958333,13916214.0
TARDBP,1114198.625,,1588035.29166667,1101294.04166667,1101727.08333333,891247.666666667,1363459.91666667,1452606.0,3183583.58333333,2473373.5,1296093.54166667,2110949.04166667
TAF15,2523072.015625,641027.1015625,1563540.421875,1283460.90625,548823.640625,1871297.96875,187559.859375,184766.25,7021278.84375,7610540.4765625,3158730.8359375,35711.52734375
CCT2,,,,110593.96875,453228.34375,,,,367868.28125,,,
CCT4,,,295224.09375,561123.5,327369.5,,,146743.890625,,,149497.671875,
CCT5,,,,34071.8177083333,,97382.6979166667,,52098.25,115025.697916667,,,
CCT3,1139294.41666667,1343113.21875,3132943.66666667,992712.416666667,722454.65625,1095957.16666667,1065343.4375,672412.026041667,475135.541666667,320943.208333333,853342.114583333,1628691.83333333
CCT8,3999885.33333333,2488222.66666667,2195466.33333333,5143513.33333333,6645418.66666667,4166162.33333333,210532.479166667,116208.395833333,783444.833333333,268180.270833333,,
CCT6A,,,,,,,,,,,,
TNC,2031077.0,1128039.10416667,,1459508.0,1287669.33333333,1579805.875,754665.135416667,258854.291666667,1431064.0625,1313187.79166667,562898.791666667,1183713.45833333
TNS1,1537648.75,302089.09375,,,199908.828125,,302086.1875,205918.265625,300075.0,1095460.625,,1017181.1875
TNS3,712934.135416667,,,97766.0625,924564.572916667,,1120463.41666667,,,,,
TES,,,,,,,,,,,,
TXNDC5,2901721.71875,2069600.83333333,2385541.16666667,1413321.0,4499309.0,3332138.08333333,1224133.08333333,427090.333333333,1548981.85416667,3122812.41666667,3434958.5625,1224475.83333333
TXN,4450874.375,4155325.5,12771931.5,4260460.875,4653239.125,4848119.75,2980718.25,3050696.875,4591064.75,5649705.25,5191635.0,20409251.0
TXNRD1,303158.083333333,390299.5,,,280395.6875,82944.78125,,79027.4270833333,492936.0625,870200.885416667,283483.0625,281971.458333333
TXNL1,,,,,,,,,,,,
ALYREF,7029197.875,5951438.875,9425721.5,21288100.1666667,19314165.5,16786186.3333333,19800733.1666667,16223594.8333333,30703527.0,18627091.1666667,18665109.6666667,20015734.0
