Label,normalised_data__H3_1,normalised_data__H3_2,normalised_data__H3_3,normalised_data__H4_1,normalised_data__H4_2,normalised_data__H4_3,normalised_data__H3K4me3_1,normalised_data__H3K4me3_2,normalised_data__H3K4me3_3,normalised_data__H3K4me1_1,normalised_data__H3K4me1_2,normalised_data__H3K4me1_3,comment__comment,H3K4me1vsControl__logFC,H3K4me1vsControl__t,H3K4me1vsControl__P.Value,H3K4me1vsControl__adj.P.Val,H3K4me1vsControl__B,H3K4me1vsControl__significant,H3K4me3vsControl__logFC,H3K4me3vsControl__t,H3K4me3vsControl__P.Value,H3K4me3vsControl__adj.P.Val,H3K4me3vsControl__B,H3K4me3vsControl__significant,H3K4me3vsH3K4me1__logFC,H3K4me3vsH3K4me1__t,H3K4me3vsH3K4me1__P.Value,H3K4me3vsH3K4me1__adj.P.Val,H3K4me3vsH3K4me1__B,H3K4me3vsH3K4me1__significant,coefficient_estimates__ExperimentH4,coefficient_estimates__ExperimentH3,coefficient_estimates__ExperimentH3K4me1,coefficient_estimates__ExperimentH3K4me3,H3K4me1vsControl__logFC_imputed,H3K4me1vsControl__logFC_is_imputed,H3K4me1vsControl__logFC_based_on_single_datapoint,H3K4me3vsControl__logFC_imputed,H3K4me3vsControl__logFC_is_imputed,H3K4me3vsControl__logFC_based_on_single_datapoint,H3K4me3vsH3K4me1__logFC_imputed,H3K4me3vsH3K4me1__logFC_is_imputed,H3K4me3vsH3K4me1__logFC_based_on_single_datapoint
CTHRC1,20.435818133818795,,,15.567775998926939,14.744943397380373,15.7541609517466,,,,,18.639638838584617,,logFC(H3K4me1vsControl) estimation was based on a single datapoint only; logFC(H3K4me3vsControl) estimation failed and was imputed; logFC(H3K4me3vsH3K4me1) estimation failed and was imputed based on a single datapoint only,0.7439163803328981,1.3517883253363348,0.24733061087830896,0.36045748159308333,-5.81510371064897,False,,,,,,False,,,,,,False,15.355626782684638,20.435818133818795,18.639638838584617,,0.7439163803328981,False,True,-inf,True,False,-inf,True,True
C3,,,,,,,,,,,,,Insufficient number of non-null values,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C4A,,,,,,,,,,,,19.674779121253383,Insufficient number of non-null values,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAM120A,18.04283467267809,17.801128886564612,15.725523992349544,,,16.51584994348036,19.3786755970195,19.295618600426724,20.465939579438974,19.52455714697723,17.948807576193083,17.57838741627476,,1.4977444828094733,2.027522113359655,0.07702026740490721,0.14735841115368092,-5.2325416430080285,False,2.8605716952895186,3.8724044292059743,0.00469124468133196,0.013138602213830041,-2.3762459785978827,True,1.3628272124800453,1.8448823158463192,0.10213706420949627,0.29339372366061184,-5.212719519029304,False,16.51584994348036,17.189829183864084,18.350584046481696,19.71341125896174,1.4977444828094733,False,False,2.8605716952895186,False,False,1.3628272124800453,False,False
CPNE1,,17.912733722311238,17.62630344088107,15.872204731362574,15.434724230378672,,,,,,17.541043756697697,18.063405398686005,logFC(H3K4me3vsControl) estimation failed and was imputed; logFC(H3K4me3vsH3K4me1) estimation failed and was imputed,1.0907330464584604,3.5837552554034877,0.014553512670667299,0.04418783919572173,-3.2169126931034753,True,,,,,,False,,,,,,False,15.653464480870621,17.769518581596145,17.802224577691845,,1.0907330464584604,False,False,-inf,True,False,-inf,True,False
MACROH2A1,26.311874000692796,26.099198583694566,26.274732106299236,26.285978737845383,26.10074795788871,26.268781527778962,26.02329907791214,25.731807346171273,25.407610792145658,26.033619569546936,26.152434764619642,26.173698414539423,Used for normalisation,-0.10363456946460303,-0.5944344172847019,0.56511200451829,0.6522918178875028,-7.03641593794901,False,-0.5026464136235802,-2.883114481260345,0.01591630451975731,0.03233119207266364,-3.9001380288434033,True,-0.39901184415897717,-1.982055076537901,0.07491736790752898,0.24756528718315027,-4.9861941429492616,False,26.218502741171022,26.228601563562194,26.119917582902005,25.720905738743028,-0.10363456946460303,False,False,-0.5026464136235802,False,False,-0.39901184415897717,False,False
MACROH2A2,23.70473546978303,23.68734422688729,23.883992752197408,23.817815596492494,23.557154501978268,23.5922277268576,23.5308180568287,23.704367214021946,24.011847528668405,23.430968739892798,24.046702336082298,23.538151343275675,Used for normalisation,-0.03527090594909055,-0.18151210107779384,0.8595051726656248,0.8925220999923091,-7.208098919182274,False,0.04179922080700749,0.21510829359034928,0.8339029755817258,0.8754423517003671,-7.191287369213825,False,0.07707012675609803,0.343483337441622,0.7381768157241415,0.8690723279097609,-6.7206792172889145,False,23.65573260844279,23.758690816289246,23.671940806416927,23.749010933173025,-0.03527090594909055,False,False,0.04179922080700749,False,False,0.07707012675609803,False,False
CDSN,19.63334429252251,19.673198605280696,21.755605453519497,20.3068706860196,19.96185167769462,21.108253401828172,21.834921039311787,22.03368693674409,21.402984613271542,17.93764023111514,19.25842598673733,23.34316679888483,,-0.22677634723174478,-0.22672835669323424,0.8251890234231589,0.865033151029142,-7.198010081690316,False,1.3506768436316285,1.350391012636153,0.20657082005798694,0.2606874271091063,-6.3005208510857305,False,1.5774531908633733,1.3658254386397415,0.2018359580055689,0.43697982041107153,-5.8563617614529955,False,20.458991921847467,20.354049450440904,20.17974433891244,21.757197529775812,-0.22677634723174478,False,False,1.3506768436316285,False,False,1.5774531908633733,False,False
SPRR1B,,,18.529971555452484,,,17.616796487450664,,18.497348417838758,19.86001730755636,16.88553886762454,21.6518047424171,20.23104432230817,,1.5160786226650345,1.0235484484665138,0.3527266565782787,0.46113094884960615,-6.407341732004956,False,1.1052988412459932,0.6812017766028784,0.5258342432390873,0.5924742438781021,-6.609423098315003,False,-0.41077978141904126,-0.27732928995053124,0.7925638367103601,0.8931584775235981,-6.629206054145907,False,17.616796487450664,18.529971555452484,19.589462644116608,19.178682862697567,1.5160786226650345,False,False,1.1052988412459932,False,False,-0.41077978141904126,False,False
CORO1B,17.661548223587772,17.899945492962168,17.637868214529046,16.018776533325052,18.799052453400368,17.508922210854777,19.219866886699087,19.84439793405581,20.10497323067053,19.423142158747623,19.48975778063216,18.464189436691903,,1.5380109372473676,2.985255961613986,0.013640937249317924,0.042337427462697856,-3.7450264862658273,True,2.1353938290319476,4.144767117144407,0.001983790432801412,0.0070266190539982785,-1.7623573318980004,True,0.59738289178458,1.0041661166607936,0.3389083259142802,0.5948084862945267,-6.262886780538021,False,17.4422503991934,17.733120643692995,19.125696458690566,19.723079350475146,1.5380109372473676,False,False,2.1353938290319476,False,False,0.59738289178458,False,False
CORO1C,19.882197075992266,20.01898612609442,20.163229698670367,15.320747861342138,19.080184150063236,19.207410987610793,21.05394312543692,21.55363055195635,20.71780409166183,20.31787985779159,20.448759152362044,20.161233664776947,,1.3638315750146575,1.8828425916812077,0.0890170617312401,0.16394790710061363,-5.567004395763346,False,2.1629999397228303,2.986137355171778,0.01362037038913115,0.028704930595093898,-3.7344305025532556,True,0.7991683647081729,0.955481293045178,0.36179556069431873,0.6163175405527599,-6.310103001581906,False,17.86944766633873,20.02147096691902,20.30929089164353,21.108459256351704,1.3638315750146575,False,False,2.1629999397228303,False,False,0.7991683647081729,False,False
CKM,,,,,,,,,,,,,Insufficient number of non-null values,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CTBP1,19.141737230318693,18.77432167731616,18.504524592530412,17.06873967519413,18.442158231817157,17.384083527782664,20.824435098766333,21.11156092889007,20.791540177565413,19.942275750837418,19.917075869957728,18.615062904073774,,1.2722106857964377,3.409661470796224,0.006633612498961748,0.025383412210639018,-3.0142365106120534,True,2.6899179125807393,7.209269320348004,2.848159985210383e-05,0.0003530880687547578,2.680756264536525,True,1.4177072267843016,3.2905569221306026,0.008110215497750099,0.07008830906942612,-2.8206457967364447,False,17.631660478264653,18.806861166721752,19.491471508289642,20.909178735073944,1.2722106857964377,False,False,2.6899179125807393,False,False,1.4177072267843016,False,False
CTTNBP2NL,18.73254655154113,,19.245066482075707,18.002507142869725,19.014053865832732,18.408195290046258,20.820553548450526,18.901170905311922,20.198259831541453,18.87208966097087,17.2798320685728,16.336012748228498,,-1.235884482271615,-2.0278747788134344,0.07308045532335175,0.1427538964125146,-5.317018409749584,False,1.2414654535722995,2.0370321969251477,0.07200577750953158,0.11261757039060319,-5.293635543410121,False,2.4773499358439146,3.6640576327541776,0.005173204842317511,0.054786109113217976,-2.3083716018710083,False,18.47491876624958,18.988806516808427,17.49597815925739,19.973328095101305,-1.235884482271615,False,False,1.2414654535722995,False,False,2.4773499358439146,False,False
CUL4A,20.37713497199523,20.846799056284873,20.59668946728696,20.01097958021623,19.694586792852974,19.398241505264764,21.2187068381464,21.692518314496404,21.324723096240437,21.168213549773427,21.01257057556637,20.897979495786977,,0.8721826447254202,4.324289922179221,0.0014195901291728416,0.009372073060596934,-1.4388462614805588,True,1.2579108539775774,6.236734085172695,8.689961697172083e-05,0.0008139597456351185,1.4889275797980641,True,0.38572820925215723,1.6562252284716164,0.127930919802313,0.3449425721050096,-5.469192758741849,False,19.701269292777997,20.60687449852236,21.026254540375596,21.411982749627754,0.8721826447254202,False,False,1.2579108539775774,False,False,0.38572820925215723,False,False
CAND1,,,,18.632097623887788,,18.522310922294793,17.967934921784728,20.388621076279353,,,18.695793174586314,,logFC(H3K4me1vsControl) estimation failed and was imputed based on a single datapoint only; logFC(H3K4me3vsControl) estimation failed and was imputed; logFC(H3K4me3vsH3K4me1) estimation was based on a single datapoint only,,,,,,False,,,,,,False,0.48248482444572716,0.4370448277389303,0.6844775558437104,0.840215011930384,-6.273407492042898,False,18.577204273091287,,18.695793174586314,19.17827799903204,0.11858890149502344,True,True,0.6010737259407506,True,False,0.48248482444572716,False,True
CSRP1,20.7634556810135,20.769673390758,21.034018813107654,20.401398338588898,20.879192495562847,20.631025709152944,21.63000426601142,21.686851871246496,21.013198865342652,21.431463678975987,21.10171276799739,20.873376003252755,,0.389056745378074,1.7850950137301613,0.10382417985901816,0.18201812284907368,-5.712422946134018,False,0.6968909295028851,3.1975194830781786,0.009248300971374884,0.021489432169828602,-3.3542711033006483,True,0.3078341841248111,1.2231954713821378,0.24863466856001687,0.4989723143019516,-6.0281135058879345,False,20.6372055144349,20.855715961626387,21.135517483408716,21.443351667533527,0.389056745378074,False,False,0.6968909295028851,False,False,0.3078341841248111,False,False
CSRP2,20.552692022612817,20.266915450640013,20.43618087532304,18.938900443166467,20.0725009747337,19.152692257169058,20.660068032827333,21.126178955711886,21.144294144910788,21.107324767263663,20.778959008293207,19.915498311341352,,0.6972803583585581,2.201167694029103,0.05217146478537827,0.10984846103052007,-5.0657142969367115,False,1.0735333738758222,3.3889194679170953,0.006836655129996358,0.01730720803179258,-3.0379151111907605,True,0.3762530155172641,1.0286232095770318,0.3277432735644389,0.58199260093564,-6.238522776118986,False,19.38803122502308,20.418596116191956,20.600594028966075,20.97684704448334,0.6972803583585581,False,False,1.0735333738758222,False,False,0.3762530155172641,False,False
CRIP2,,,,,,,,17.146593531453483,19.349914375153165,,18.044031751222143,,logFC(H3K4me1vsControl) estimation failed and was imputed based on a single datapoint only; logFC(H3K4me3vsControl) estimation failed and was imputed; logFC(H3K4me3vsH3K4me1) estimation was based on a single datapoint only,,,,,,False,,,,,,False,0.20422220208117992,0.17452969891890568,0.8724598738958897,0.9386685791364591,-6.36696675186735,False,,,18.044031751222143,18.248253953303323,inf,True,True,inf,True,False,0.20422220208117992,False,True
ACO1,18.37098456590112,18.390090817299296,,,17.477321405115678,17.84743362559044,19.0282643273186,19.182014679967853,19.505215241939865,18.725940691773495,,,logFC(H3K4me1vsControl) estimation was based on a single datapoint only; logFC(H3K4me3vsH3K4me1) estimation was based on a single datapoint only,0.7044830882968647,2.1004515310538157,0.07858067459006991,0.14864696457444376,-4.868480767196791,False,1.2170404795988148,5.311824593667294,0.0015922106763731922,0.005886989474485092,-1.0503440143945175,True,0.5125573913019501,1.4796882708882697,0.1875157064474276,0.4204752703247165,-5.386512695541374,False,17.662377515353054,18.380537691600207,18.725940691773495,19.238498083075445,0.7044830882968647,False,True,1.2170404795988148,False,False,0.5125573913019501,False,True
DYNC1H1,,,,,18.370966093973614,,25.867070807719827,26.22761754677372,25.426498503540348,25.091866105860163,25.75006161123988,25.532294447354932,logFC(H3K4me1vsControl) estimation failed and was imputed based on a single datapoint only; logFC(H3K4me3vsControl) estimation failed and was imputed based on a single datapoint only,,,,,,False,,,,,,False,0.3823215645263147,1.2195737470582662,0.2669276870221119,0.5179457768044953,-6.0209970483465876,False,18.370966093973614,,25.458074054818326,25.84039561934464,7.087107960844712,True,True,7.469429525371016,True,True,0.3823215645263147,False,False
DYNC1I2,,,,,,,17.10906731501678,,,,,,Insufficient number of non-null values,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYFIP1,,,,,,,,,,,,,Insufficient number of non-null values,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CKAP4,21.58656715388425,21.609802562634933,21.540861158352516,21.961131285096904,22.554957717896933,21.784148437373638,22.308885247119694,22.787318305630336,23.038978780255622,23.40690888667156,23.01470023513574,22.505524702787916,,1.1361332223252099,4.367230749616068,0.0013257651268966375,0.009219240626205686,-1.3678463137391317,True,0.8721493917953573,3.352492090947212,0.007092250473556814,0.01768863257221253,-3.0850224997030624,True,-0.2639838305298525,-0.8787894566093759,0.39964908530018217,0.6542886908949168,-6.380955828420703,False,22.100079146789156,21.57907695829057,22.975711274865073,22.71172744433522,1.1361332223252099,False,False,0.8721493917953573,False,False,-0.2639838305298525,False,False
SPECC1L,,,,,,,,,,,,,Insufficient number of non-null values,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPECC1,26.702428599191155,26.549417171434598,26.36104040986032,25.921592773401365,25.96710861319435,26.12347232067779,28.242107840852817,28.111035052921718,27.95759328775571,26.78034376461818,27.144027038091394,26.435493836432332,,0.5157782317540409,2.700568147447006,0.02184450641854719,0.05905063347981466,-4.224033275544457,False,1.83273541255015,9.596036771461334,1.9226081117867114e-06,7.367084719255445e-05,5.464987869475554,True,1.3169571807961091,5.971650999394936,0.0001241407732856717,0.00793434915460887,1.4094083621929858,True,26.004057902424517,26.537628726828693,26.786621546380644,28.103578727176753,0.5157782317540409,False,False,1.83273541255015,False,False,1.3169571807961091,False,False
PHGDH,,,,,,,17.993426747468153,17.100924318128918,,,,,logFC(H3K4me1vsControl) estimation failed; logFC(H3K4me3vsControl) estimation failed and was imputed; logFC(H3K4me3vsH3K4me1) estimation failed and was imputed,,,,,,False,,,,,,False,,,,,,False,,,,17.54717553279853,,False,False,inf,True,False,inf,True,False
DAZAP1,17.448632091158352,,17.039488664010005,18.460575872638607,18.69503521428782,17.28784531022916,20.054251771501008,19.273818067288108,20.514507465684982,19.44084816956908,18.766453542942166,19.1991447242187,,1.439542557258637,3.6597285871154908,0.0052081809082241085,0.021606215846989123,-2.6663702885705014,True,2.251586179840018,5.7241755494931095,0.0002818876003500133,0.0019046521336105748,0.40453015113360635,True,0.8120436225813812,1.8608673445820958,0.09557094328947424,0.28541070960682474,-5.1804335653844165,False,18.147818799051866,17.244060377584177,19.135482145576656,19.947525768158037,1.439542557258637,False,False,2.251586179840018,False,False,0.8120436225813812,False,False
ZNF326,,,19.358361571817962,17.402654936547705,18.50066545409575,,19.550892983065967,19.855911573456126,19.65345573687465,19.206893713483126,18.501992818172717,16.837393981253584,,-0.47291737926669697,-0.7495989523931792,0.47782514712142377,0.5725431573246146,-6.746601579454752,False,1.0317425475624056,1.6353662747422566,0.14580315436740338,0.19856552363767538,-5.760415220188022,False,1.5046599268291025,2.458365886226154,0.04342558195187933,0.1809056233919523,-4.336383642434084,False,17.951660195321725,19.358361571817962,18.182093504303147,19.68675343113225,-0.47291737926669697,False,False,1.0317425475624056,False,False,1.5046599268291025,False,False
DMBT1,,18.183566183321275,17.775603154001786,16.65699282128916,16.914027549550013,23.045186671781046,18.139539060432156,,17.342860940150313,,17.515738532655504,17.3292109164707,,-1.0033521168710386,-0.6093191517689932,0.5614798161507308,0.6498896214562326,-6.8479056555260165,False,-0.6846268411429044,-0.4157625614269742,0.689981193354037,0.7499589818473262,-6.946644197751819,False,0.31872527572813425,0.16290214500097894,0.8751792824421991,0.9390084219036208,-6.56979359722149,False,18.87206901420674,17.97958466866153,17.4224747245631,17.741200000291233,-1.0033521168710386,False,False,-0.6846268411429044,False,False,0.31872527572813425,False,False
ALDH18A1,,,,,,,,18.367014593613412,,16.8702610013168,16.349296474005058,,logFC(H3K4me1vsControl) estimation failed and was imputed; logFC(H3K4me3vsControl) estimation failed and was imputed based on a single datapoint only; logFC(H3K4me3vsH3K4me1) estimation was based on a single datapoint only,,,,,,False,,,,,,False,1.7572358559524766,3.626371689389462,0.035494834921911786,0.15757555503212353,-3.240377764245777,False,,,16.609778737660925,18.3670145936134,inf,True,False,inf,True,True,1.7572358559524766,False,True
SGCD,17.29712059226,19.29394413225471,15.937141248363513,16.835427795456468,18.60876722253857,17.659311008066858,19.524739847030794,19.832198392952307,18.46151112130294,16.30126625575933,,20.367735002905764,,0.7292152961758553,0.6524925698722552,0.530340997624253,0.6207063631412346,-6.853668819916015,False,1.6675311206053252,1.7229120828429643,0.11888843983687784,0.16759691435198668,-5.799815748815886,False,0.9383158244294698,0.7509548643469094,0.47179486576026186,0.7036645145642145,-6.3753305161395275,False,17.70116867535397,17.50940199095941,18.334500629332545,19.272816453762015,0.7292152961758553,False,False,1.6675311206053252,False,False,0.9383158244294698,False,False
DNTTIP2,20.52073296774944,19.908438760186407,19.197916450269062,20.085063599569104,16.961414824170404,19.61572725009782,19.44176692579415,,20.28025996039337,20.973925129811917,20.74024838712615,20.02874528528713,,1.1994239587346982,1.8338614013708658,0.09977038542937514,0.17610876273482431,-5.648066198091476,False,0.47946446775338103,0.6348642171082454,0.5412665284204614,0.6075734799713036,-6.8561112113490585,False,-0.7199594909813172,-0.8526631149779034,0.4158878828819529,0.6574829658770122,-6.292204585258783,False,18.88740189127911,19.875696059401637,20.58097293407507,19.861013443093753,1.1994239587346982,False,False,0.47946446775338103,False,False,-0.7199594909813172,False,False
DCD,24.575348476996194,25.173027285448512,25.81574337770869,24.103868602527925,24.70761643534492,24.707879727990786,25.86034124724413,26.683270550051017,25.980430131548836,25.99436800294457,26.226789977787107,25.058607800186337,,0.912674609303167,2.579471733076578,0.027380108991115888,0.06931882578415442,-4.438681240474697,False,1.3274333252784878,3.751694969047085,0.0037535095525176136,0.01105709515900061,-2.421409949773266,True,0.41475871597532077,1.0151751012568595,0.33388449289468214,0.5905120105722849,-6.251944088515714,False,24.50645492195455,25.18803971338447,25.759921926972677,26.174680642947997,0.912674609303167,False,False,1.3274333252784878,False,False,0.41475871597532077,False,False
DSC1,22.460240458494706,22.162423826438484,23.152698270033273,21.24682285490637,21.906093140917264,21.45844189614362,24.2422590269216,23.99791147244177,23.280378483052296,22.180069990448338,22.911179220537683,23.901415716265344,,0.9331015679281691,2.383611302711648,0.03830489473801441,0.0891652827512669,-4.766992142051636,False,1.7757295863162703,4.536107598555415,0.0010729219506953461,0.0046383241253137265,-1.1232668212719954,True,0.8426280183881012,1.8641164737526077,0.09180256342144746,0.27921956140986964,-5.167593511059543,False,21.53711929732242,22.59178751832216,22.99755497575046,23.840182994138562,0.9331015679281691,False,False,1.7757295863162703,False,False,0.8426280183881012,False,False
DSC3,17.960165207326206,19.725123948135,19.537264845274333,17.775770261464018,17.472308299011125,18.726746916155847,18.48110735566266,18.323086252006924,18.23548608814571,18.61472171160218,17.019752933770285,21.699744145682804,,0.578509684124004,0.6821755431390132,0.5105737563438004,0.6013570716269498,-6.977262085529361,False,-0.18633668095598566,-0.2197272232881472,0.8304909121933157,0.8740372521585082,-7.190146340901092,False,-0.7648463650799897,-0.7810707074693838,0.4528016676495019,0.6886032281382564,-6.462808796404974,False,17.991608492210336,19.07418466691184,19.111406263685094,18.346559898605104,0.578509684124004,False,False,-0.18633668095598566,False,False,-0.7648463650799897,False,False
DSG1,23.763842035674788,24.27894196874054,24.36866585090539,23.195909749586576,23.157304577611516,23.32700544577846,24.801015553634592,24.84504584184535,24.657136751065103,23.911804474098695,24.536539962252306,24.85672093522521,,0.7530768524758535,3.272873224877072,0.008126664477812845,0.029569377679454705,-3.232280756714945,True,1.085787777465466,4.718835445655199,0.0007646875481655039,0.0037241310872125366,-0.7868096714458144,True,0.3327109249896125,1.2522400161064207,0.2383031521794667,0.4859852296746642,-5.994282378033608,False,23.226739924325525,24.13714995177358,24.435021790525408,24.76773271551502,0.7530768524758535,False,False,1.085787777465466,False,False,0.3327109249896125,False,False
DSP,24.056398028061256,25.00691804527377,24.339366785743277,23.62708763144591,23.382149795283823,23.588937780731158,24.327085410980008,25.34933277726339,24.755158584359727,24.440740272211407,24.670856988902514,25.663230492157002,,0.9247995733337859,2.7793801488130176,0.019419410893485457,0.05370780966581126,-4.098502376607721,False,0.8103825797778477,2.435512861515445,0.03504974512086622,0.06181367183449838,-4.6713565670858,False,-0.11441699355593826,-0.2977978063301401,0.7719345296167502,0.8820412904635173,-6.736306560140558,False,23.53272506915363,24.467560953026094,24.924942584423647,24.81052559086771,0.9247995733337859,False,False,0.8103825797778477,False,False,-0.11441699355593826,False,False
DSTN,19.15586123896664,19.72344357476308,19.35341968925801,18.786139447667267,19.33303121329918,19.154764879788367,19.858302937443213,19.78908014780445,19.862973580658824,18.983448628516044,,19.302581827661385,,-0.10809477920172128,-0.46455865308547944,0.6529893349662794,0.7228600564091706,-6.9657042253467765,False,0.5856755480117322,2.906446251309274,0.016932708597616503,0.0342308713376276,-3.9161338459316863,True,0.6937703272134534,2.666837476727509,0.025174550890136742,0.13250557025407303,-3.8125227806229773,False,19.09131184691828,19.410908167662583,19.14301522808871,19.836785555302164,-0.10809477920172128,False,False,0.5856755480117322,False,False,0.6937703272134534,False,False
DRG1,19.289308091260285,19.386858100351027,18.88461392775155,19.279239881608476,18.50234424763506,17.97473830813987,20.14846483947642,20.0333236660799,19.743438781260007,20.43230114502572,20.079192662428163,20.422405112584674,,1.4251158805551434,5.189447687617973,0.00037873531468393695,0.004667355789781459,-0.05958702601707255,True,1.0888920028144007,3.965114811484444,0.00254921605919862,0.008361825439316874,-2.0349058342854898,True,-0.3362238777407427,-1.0603033734201024,0.31340103991808227,0.5703509608447087,-6.206518878979332,False,18.585440812461137,19.186926706454287,20.311299640012855,19.975075762272112,1.4251158805551434,False,False,1.0888920028144007,False,False,-0.3362238777407427,False,False
DPYSL2,18.315257614281574,,17.146502778892685,,19.00317992557961,,16.67312031116829,17.76150549115431,,16.188648438517397,,16.752455493083897,,-1.896478095282717,-3.415055348694366,0.018760786204761962,0.052580397456824496,-3.394065159475711,False,-1.1497171599220657,-2.0703364548443295,0.09286316584428406,0.13880079575661608,-5.103952959825364,False,0.7467609353606512,1.2578693455771186,0.26367161837387243,0.5138965688484121,-5.777717313069557,False,19.003179925579605,17.730880196587123,16.470551965800645,17.217312901161296,-1.896478095282717,False,False,-1.1497171599220657,False,False,0.7467609353606512,False,False
DNMT1,21.877499548589068,21.847667476035078,21.64117658637748,21.31737835832709,21.556762252977318,21.43236009576176,21.68602194375167,21.586439493918352,21.525245490691486,21.69111849532375,21.50791091639001,21.8640415414609,,0.07554959804691563,0.4772974392873635,0.6431652728213105,0.712926585481823,-7.103054152981231,False,-0.01290507689079945,-0.0815300188620471,0.936590664648046,0.9512601569859068,-7.2128617187273605,False,-0.08845467493771508,-0.4839587750896748,0.6385893420670804,0.8242584899808572,-6.658768166996528,False,21.43550023568873,21.788781203667213,21.687690317724886,21.59923564278717,0.07554959804691563,False,False,-0.01290507689079945,False,False,-0.08845467493771508,False,False
DDB1,17.461951192925568,17.780847372369223,20.409359824904776,20.198819378530374,19.172130604709626,19.729597675133533,20.686665464668422,21.86322568589657,21.25523954308178,21.32091386890088,21.299112805767628,20.497682636870536,,1.913785429084161,3.187330427387013,0.009662363103276093,0.03359776050018824,-3.3968549799691266,True,2.1429258897867385,3.568954381380806,0.005080539353221566,0.013904721455817101,-2.7324416925109913,True,0.22914046070257754,0.33049603885128787,0.7478250558034398,0.873074707070251,-6.725262469320085,False,19.700182552791183,18.55071946339986,21.039236437179685,21.268376897882263,1.913785429084161,False,False,2.1429258897867385,False,False,0.22914046070257754,False,False
APOBEC3C,18.92986834340262,19.517715096620563,15.818568552421159,,19.538456047698066,15.517098832034529,,,,17.849664884206028,,,logFC(H3K4me1vsControl) estimation was based on a single datapoint only; logFC(H3K4me3vsControl) estimation failed and was imputed; logFC(H3K4me3vsH3K4me1) estimation failed and was imputed based on a single datapoint only,0.041417498865492064,0.02091333405267886,0.9841190286555912,0.9864733803987865,-6.788262969519556,False,,,,,,False,,,,,,False,17.52777743986629,18.088717330814784,17.849664884206028,,0.041417498865492064,False,True,-inf,True,False,-inf,True,True
XPC,20.367431677192076,20.56187667763473,19.511226390742053,19.594318001371654,18.132888022408192,18.81336186006837,20.69752510962306,20.75104116073932,20.563852121598647,20.896546933077616,20.924938425035172,20.476995761921142,,1.2693099351084633,3.8525903803113226,0.003180958056345089,0.015319786501248187,-2.2595781147806653,True,1.1739556924175005,3.5631726203521024,0.005129737096985906,0.013904721455817101,-2.742320522103997,True,-0.09535424269096282,-0.2506431324310714,0.8071495871880754,0.8992198823045859,-6.7502415344086355,False,18.846855961282742,20.146844915189618,20.766160373344643,20.67080613065368,1.2693099351084633,False,False,1.1739556924175005,False,False,-0.09535424269096282,False,False
RAD50,15.695884837827904,,15.97292640124936,,17.3851277692563,16.22128844859874,18.91217000339509,17.327316921352597,17.035531411353492,17.46202479695512,16.07553877608749,17.501105589374784,,0.6940828565727308,1.225946008175421,0.25495336327408724,0.3683636524546295,-6.379884885012643,False,1.4395325811339923,2.5426203871306123,0.034467045991319285,0.06116993635933086,-4.495566403965157,False,0.7454497245612615,1.231636103998421,0.25293165448823307,0.5052884643071747,-6.01368038720841,False,16.803208108927514,15.834405619538629,17.012889720805802,17.758339445367064,0.6940828565727308,False,False,1.4395325811339923,False,False,0.7454497245612615,False,False
MCM3,19.88105742396357,18.647360822490754,19.590699699553994,19.609930651703408,17.755912363911175,19.02011537025964,19.001384306210557,20.599697864097163,19.44166012125334,19.90168922550786,19.795637811612778,19.086764738966348,,0.5105178700485773,1.0523594000281136,0.3173266558099492,0.4330940351282368,-6.65160800684699,False,0.5967347085399339,1.230083052323481,0.24673611085755753,0.3054310447179457,-6.445985760953587,False,0.08621683849135664,0.1539131977411406,0.8807309065582163,0.9390084219036208,-6.771396299670966,False,18.795319461958076,19.373039315336104,19.594697258695668,19.680914097187024,0.5105178700485773,False,False,0.5967347085399339,False,False,0.08621683849135664,False,False
TOP1,24.71957005251012,24.55174240292981,24.620559801545806,24.15256648342205,24.110740587568724,23.94602539337673,24.56809052995316,24.725981972624986,24.556325472279575,24.999001759030563,24.81446783155497,24.79930513715939,,0.5207241223561034,3.4915317612364403,0.005598638064679449,0.02266501786570714,-2.852945219383921,True,0.26659853806036793,1.7875823745695658,0.10340248621680415,0.14977370426248435,-5.699337002268584,False,-0.2541255842957355,-1.475663455616426,0.17008193108264627,0.39973801449637986,-5.715613614866168,False,24.069777488122504,24.630624085661918,24.870924909248313,24.616799324952577,0.5207241223561034,False,False,0.26659853806036793,False,False,-0.2541255842957355,False,False
