Label,normalised_data__H3_1,normalised_data__H3_2,normalised_data__H3_3,normalised_data__H4_1,normalised_data__H4_2,normalised_data__H4_3,normalised_data__H3K4me3_1,normalised_data__H3K4me3_2,normalised_data__H3K4me3_3,normalised_data__H3K4me1_1,normalised_data__H3K4me1_2,normalised_data__H3K4me1_3,comment__comment,H3K4me1vsControl__logFC,H3K4me1vsControl__t,H3K4me1vsControl__P.Value,H3K4me1vsControl__adj.P.Val,H3K4me1vsControl__B,H3K4me1vsControl__significant,H3K4me3vsControl__logFC,H3K4me3vsControl__t,H3K4me3vsControl__P.Value,H3K4me3vsControl__adj.P.Val,H3K4me3vsControl__B,H3K4me3vsControl__significant,H3K4me3vsH3K4me1__logFC,H3K4me3vsH3K4me1__t,H3K4me3vsH3K4me1__P.Value,H3K4me3vsH3K4me1__adj.P.Val,H3K4me3vsH3K4me1__B,H3K4me3vsH3K4me1__significant,coefficient_estimates__ExperimentH4,coefficient_estimates__ExperimentH3,coefficient_estimates__ExperimentH3K4me1,coefficient_estimates__ExperimentH3K4me3,H3K4me1vsControl__logFC_imputed,H3K4me1vsControl__logFC_is_imputed,H3K4me1vsControl__logFC_based_on_single_datapoint,H3K4me3vsControl__logFC_imputed,H3K4me3vsControl__logFC_is_imputed,H3K4me3vsControl__logFC_based_on_single_datapoint,H3K4me3vsH3K4me1__logFC_imputed,H3K4me3vsH3K4me1__logFC_is_imputed,H3K4me3vsH3K4me1__logFC_based_on_single_datapoint
TES,,,,,,,,,,,,,Insufficient number of non-null values,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TXNDC5,21.053186991928747,21.083398876708145,20.45174990125583,19.889305947416588,21.547027665706782,21.114820673863967,21.147321858881625,20.051093236460805,20.82429232125081,21.574244408780906,21.71097182941977,20.182857860286248,,0.2994430233489638,0.6594684883654723,0.524446788231248,0.6155271828260306,-6.9932068408534045,False,-0.18234587061559893,-0.4015834274903676,0.696413576259988,0.7542163212440449,-7.12898928316964,False,-0.4817888939645627,-0.9188979138653058,0.3797163584389355,0.6333409469977691,-6.344297479913736,False,20.850384762329117,20.862778589964247,21.156024699495646,20.674235805531083,0.2994430233489638,False,False,-0.18234587061559893,False,False,-0.4817888939645627,False,False
TXN,21.670366604994356,22.089007829026528,22.872338133792343,21.48122627526856,21.595559542674536,21.65579782108987,22.431221459906737,22.887618923823652,22.391800856958803,22.429574100504375,22.30686809181516,24.241844892318433,,1.098712993738289,2.594088012841488,0.026701218670675476,0.06821835745739649,-4.413955890086811,False,0.6761643790887,1.5964404903745142,0.141382721929323,0.19411341137853302,-5.975195100293154,False,-0.4225486146495889,-0.8639880984790059,0.40778093303076457,0.6542886908949168,-6.393497056690688,False,21.57752787967766,22.210570855937743,22.992762361545992,22.570213746896403,1.098712993738289,False,False,0.6761643790887,False,False,-0.4225486146495889,False,False
TXNRD1,17.794420019129518,18.67669985636659,,,17.54286028102195,15.786667509091346,,17.616977335591688,19.172444513237604,19.730818887571864,18.112013579117544,18.064314602514358,,1.1855537733322414,1.7911878145561182,0.11619246081772458,0.19830811031619797,-5.651016522619812,False,0.9445490080122951,1.2585548004337848,0.24837410469724241,0.3070078742811955,-6.2063863236879016,False,-0.2410047653199463,-0.3046453256012056,0.7694570182469295,0.8820412904635173,-6.622407587765628,False,16.664763895056648,18.23555993774805,18.635715689734592,18.394710924414646,1.1855537733322414,False,False,0.9445490080122951,False,False,-0.2410047653199463,False,False
TXNL1,,,,,,,,,,,,,Insufficient number of non-null values,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALYREF,22.329637891387218,22.60728484657652,22.434036373450848,23.802192071633407,23.64891165492673,23.44757508222863,25.163043392932646,25.298501709682924,25.133304564156905,24.15072899108361,24.152951214265194,24.213756176487987,,1.1275391405783672,7.249682923025716,2.4171107818657305e-05,0.001350359223468988,2.8230212932350955,True,2.153343568890257,13.845247173223015,5.773733068726147e-08,6.953224252765918e-06,9.018977098619255,True,1.02580442831189,5.711926192963324,0.00017770842830184402,0.008221353077753731,1.044836125453287,True,23.63289293626293,22.45698637047154,24.172478793945604,25.198283222257494,1.1275391405783672,False,False,2.153343568890257,False,False,1.02580442831189,False,False
THSD4,,,,,,,,,18.798586670676656,17.93793901519247,,,Insufficient number of non-null values,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THBS1,21.049603962912812,20.108216977786398,20.543065203200644,19.121574257235928,20.102569557656423,20.156152607525733,19.224575020162668,19.67999270146232,19.554677563477274,19.24710035464382,18.44931833815263,17.81958963219259,,-1.6748609860566432,-4.656335940202011,0.0008921215163746308,0.0077071941311540266,-0.939192844756561,True,-0.6937819993522325,-1.9288060830976659,0.08250968872169549,0.12510012156904549,-5.487419862025845,False,0.9810789867044107,2.3621101458329026,0.03973853822244502,0.1695639567841222,-4.383296806640865,False,19.79343214080603,20.566962047966623,18.505336108329683,19.486415095034094,-1.6748609860566432,False,False,-0.6937819993522325,False,False,0.9810789867044107,False,False
THYN1,20.918734176652798,20.81789582834371,21.405792823685847,21.269904946488275,20.821427304289426,21.323301847799428,21.764320277398554,21.393811612242843,20.5066958700833,21.0263604625244,21.024882008134753,20.825405363793763,,-0.13396020972560407,-0.4815422288034248,0.6402842105283465,0.7117002251693898,-7.1008452410036265,False,0.12876643203165372,0.46287233203499395,0.6531629272847173,0.7141586870311499,-7.100711663552275,False,0.2627266417572578,0.8178870013899948,0.43209189057245445,0.6758163199522909,-6.43315260432658,False,21.13821136619238,21.047474276227454,20.958882611484313,21.22160925324157,-0.13396020972560407,False,False,0.12876643203165372,False,False,0.2627266417572578,False,False
THRAP3,23.054608481227763,23.435283000619727,23.38198943684294,22.272991867704533,21.03001863816943,22.47078053436048,22.86273531153065,23.042672219183725,22.19517445065544,22.419846676737052,23.519938019030306,22.655337312576144,,0.2574286762936886,0.699953359810967,0.49986845991435813,0.593328285280782,-6.964435779163267,False,0.0925820006357938,0.2517321820398675,0.8063308189258105,0.8518808684928254,-7.181939412419816,False,-0.1648466756578948,-0.388170926463953,0.7060007683153844,0.8519674203102507,-6.703049123636514,False,21.924597013411486,23.290626972896817,22.86504066944784,22.700193993789945,0.2574286762936886,False,False,0.0925820006357938,False,False,-0.1648466756578948,False,False
TJP1,21.353352092721092,21.466741403745786,20.93454822387998,,19.48934603836613,20.87166969253503,21.3006059226976,21.930864547185504,21.478124503776762,21.376449860981566,21.26490433331268,22.113932697475555,,0.8690680778068405,2.4555721830465087,0.036338365104207085,0.08651008510603847,-4.639947959806129,False,0.8538374384368659,2.4125376552321813,0.03899979505598709,0.06719985225353468,-4.700336478897993,False,-0.015230639369974597,-0.03879079916248477,0.9699012373052913,0.9878831837674983,-6.783417919766873,False,20.180507865450576,21.251547240115617,21.585095630589937,21.569864991219962,0.8690680778068405,False,False,0.8538374384368659,False,False,-0.015230639369974597,False,False
TJP2,,,,,,,,,16.679012435076583,,,,Insufficient number of non-null values,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOR1AIP1,22.650472965303813,22.76789049575116,22.45071603874447,22.234605723681362,21.870711992622798,22.318799666482832,22.60756200014407,22.62788797066421,22.26704070619909,22.97618074813444,22.61541819152096,22.52508305623064,,0.32336118486428234,1.7063172719991146,0.11801733866625749,0.20019945304114126,-5.827978471612221,False,0.1186307452380646,0.6259925404305857,0.5450075498787621,0.6101478944857854,-7.006584750936066,False,-0.20473043962621773,-0.9355886618749505,0.37100498149567995,0.623543745190636,-6.329316794596069,False,22.141372460929,22.623026499933143,22.70556066529535,22.500830225669134,0.32336118486428234,False,False,0.1186307452380646,False,False,-0.20473043962621773,False,False
TP53BP1,19.99213716858736,20.17759564703954,20.10937328455786,19.85890110983606,19.14885939234261,19.682153600258538,20.792260893295104,20.40329215472211,20.05958136698736,20.872802239870232,20.685847453637642,20.463954098472122,,0.8460312302230015,3.7953291071451476,0.0033617124909273853,0.016097800385126565,-2.3300213011342965,True,0.5902081045645318,2.6476965843640246,0.02394266046730351,0.04568909410379039,-4.305452018197703,True,-0.25582312565846976,-0.9938789189376768,0.34316645867542184,0.5996885033314032,-6.273511073647783,False,19.563304700812406,20.093035366728255,20.674201263993332,20.418378138334862,0.8460312302230015,False,False,0.5902081045645318,False,False,-0.25582312565846976,False,False
TALDO1,19.680742751870582,19.92048800953438,19.862617728171784,19.578715445967013,19.45534094518408,19.47318095992224,20.47159262704654,20.64696717821204,20.05546638393585,20.031554587012266,20.466276767426237,20.17281511122923,,0.5617011817808972,3.043242756650905,0.012064411921209958,0.0382953681438407,-3.6314849872992996,True,0.729494422956467,3.9523303327238968,0.002593223243135447,0.008440491096382941,-2.0538565559591966,True,0.16779324117556982,0.7872929351440299,0.44893333141264546,0.6874780458392253,-6.458245311872771,False,19.50241245035778,19.82128282985892,20.223548821889246,20.391342063064815,0.5617011817808972,False,False,0.729494422956467,False,False,0.16779324117556982,False,False
SMARCA4,20.148984210358236,19.830587022704535,19.12846137318394,17.914608813435656,17.96645600529497,17.612590309085377,19.690629080174,19.68339964422198,21.110769918684262,20.782293843949937,21.114415121198405,21.090261477033675,,2.228708858383559,6.474600008741203,7.023717290701065e-05,0.0024733810730896135,1.7263359134083682,True,1.3946515920163023,4.051588513184642,0.002303438784638854,0.007798389138355638,-1.9171718016583155,True,-0.8340572663672567,-2.0983895088137077,0.06216328043406613,0.22032872379654891,-4.80733392293806,False,17.83121837593867,19.702677535415567,20.995656814060677,20.16159954769342,2.228708858383559,False,False,1.3946515920163023,False,False,-0.8340572663672567,False,False
SUPT5H,20.572032365966823,20.266275755251073,20.662756758724207,18.822281966572973,19.476590464254492,20.08238593618543,22.127319035478656,22.29531903265704,22.02948412235003,21.30036920091308,20.85130067210038,20.866881705665147,,1.0257966517336996,3.894816505733467,0.0028509118200196657,0.01447917639500897,-2.160288586026132,True,2.170320189002741,8.240423558185762,7.763816208549519e-06,0.00016489808200424895,4.01620078567359,True,1.1445235372690412,3.763406102288503,0.003545143855012301,0.04430089986490331,-1.9993753686003082,True,19.460419455670973,20.500354959980704,21.00618385955954,22.15070739682858,1.0257966517336996,False,False,2.170320189002741,False,False,1.1445235372690412,False,False
SUPT6H,17.63892801546255,,17.516478049051052,17.109182058245104,17.339735902478903,17.677207805147013,19.978001925301783,21.067996230058764,20.849811443254634,20.244284477458038,19.642260746757714,18.947285584600504,,2.1347377924985196,6.13700414106042,0.00016902236716121087,0.0032677358724545673,0.9375531154850965,True,3.155397389098159,9.071225005541315,7.824345528078243e-06,0.00016489808200424895,4.172088865949219,True,1.0206595965996392,2.6448709451055348,0.026626252869347482,0.13528599001246497,-3.9560467400730817,False,17.37537525529034,17.577703032256803,19.61127693627209,20.63193653287173,2.1347377924985196,False,False,3.155397389098159,False,False,1.0206595965996392,False,False
BTF3,20.432407128244925,20.215888907251014,20.673547397833122,20.283407228713912,20.30789740721452,20.329064908820143,21.65018574029006,21.42348170779417,20.83824614372526,21.31049115105131,21.12424633673958,20.047687292129947,,0.4537727636273381,1.5477105396888173,0.15228213893936793,0.2458813726997887,-6.0516386893931555,False,0.930269034256888,3.1729255355836017,0.009761146384687959,0.022360452180141165,-3.4040569742115183,True,0.4764962706295499,1.4074774730563058,0.18916474129500505,0.4211208072513916,-5.803912928275585,False,20.306789848249526,20.440614477776357,20.82747492664028,21.30397119726983,0.4537727636273381,False,False,0.930269034256888,False,False,0.4764962706295499,False,False
TRIM28,22.04429534655193,22.104922670831066,22.124915012836222,21.53343608952467,21.067418912557947,21.571872891337037,22.941855522647487,23.35174520783244,22.907735516969733,22.600474354039605,22.401241659962594,22.42536867357504,,0.7345514085859328,4.02658712430906,0.0022960465178823645,0.012333890910162957,-1.9368802450807934,True,1.3259685952100746,7.268556033388167,2.3629689966690095e-05,0.0003068129118808986,2.8534859540835065,True,0.5914171866241418,2.8076274335418296,0.018141873608975716,0.10702487853885674,-3.62955297227725,False,21.390909297806555,22.091377676739743,22.475694895859082,23.067112082483224,0.7345514085859328,False,False,1.3259685952100746,False,False,0.5914171866241418,False,False
PURA,17.163432510785345,,,16.76428527415638,17.004199131753495,16.89250308115715,18.725261042572306,18.83342717333179,17.78076777247486,16.853985136139386,19.110741201447723,,,0.9571489988897,1.4683701392634225,0.18527156334078362,0.2880024097302672,-5.908925061919111,False,1.421271159555804,2.437743149171407,0.04476178227785051,0.07472115338659006,-4.637528586142939,False,0.4641221606661041,0.7120136180292479,0.4993965380726514,0.7255695156460505,-6.399187164900283,False,16.886995829022347,17.163432510785356,17.98236316879355,18.446485329459655,0.9571489988897,False,False,1.421271159555804,False,False,0.4641221606661041,False,False
PURB,19.040856333052314,18.810216244918543,16.95982646683682,17.690843668672414,18.234518478231568,18.04590213339528,19.41039363390626,,19.8873164242876,20.453584847005445,18.65700270347886,,,1.4249332210576533,2.2522859896252174,0.05425199313937662,0.11337448940348531,-4.891989919208546,False,1.5184944749124334,2.400171306715711,0.04305341733585667,0.07229886616359996,-4.654455658860759,False,0.09356125385478009,0.12074785577380068,0.9068574118407384,0.9512472899047957,-6.57660043743208,False,17.990421426766424,18.270299681602562,19.555293775242145,19.648855029096925,1.4249332210576533,False,False,1.5184944749124334,False,False,0.09356125385478009,False,False
TEAD1,21.337505767112724,21.853844172976764,20.814482552835994,21.101258829902577,20.895841624532068,21.246391245347446,22.6599619361611,22.670203890042682,22.25294354782234,21.64171222368948,21.62173820348024,21.301369969539792,,0.31338610011858137,1.3153295041661999,0.2170640444814865,0.3265703218590407,-6.353654055425514,False,1.3194824258907865,5.5380700176116004,0.00022712624748888496,0.001582375426720083,0.48198525463761843,True,1.006096325772205,3.657000558233461,0.00423544860595437,0.048978180022651766,-2.17895290340973,True,21.081163899927365,21.335277497641826,21.521606798903175,22.52770312467538,0.31338610011858137,False,False,1.3194824258907865,False,False,1.006096325772205,False,False
TBL2,21.357622351077246,20.798628687248993,21.277238257990533,20.80169306243264,20.99067665940474,19.296196291382792,22.107246182826014,22.019624448555355,21.79729035479385,22.042877243286114,22.18636487543087,21.785235559966925,,1.2511500079718125,3.6327583107038963,0.00456904444344179,0.019838648930591812,-2.6324161322053516,True,1.2210444438022563,3.5453457400780337,0.005284562667025185,0.01410579389370704,-2.772792958464737,True,-0.03010556416955623,-0.07570150677209857,0.9411452212997938,0.9709702459184494,-6.781132448173528,False,20.362855337740058,21.14449643210559,22.004825892894637,21.97472032872508,1.2511500079718125,False,False,1.2210444438022563,False,False,-0.03010556416955623,False,False
TBL3,19.64251579588368,19.412111765229966,19.225522140671874,,17.94685500332368,18.960373623973318,19.329417181132268,18.225248120798007,17.920399136976062,18.15718087320701,17.42951836510224,21.320151755988462,,0.028784890977405553,0.03610632962080597,0.9719831426808307,0.9766449323339762,-7.185531518400508,False,-0.4484772941530544,-0.562547519212346,0.5874345112198915,0.6533077743514097,-7.004951085723049,False,-0.4772621851304599,-0.5396192870554494,0.6025096412854526,0.8036026848117261,-6.627106834999689,False,18.4536143136485,19.42671656726184,18.968950331432573,18.491688146302113,0.028784890977405553,False,False,-0.4484772941530544,False,False,-0.4772621851304599,False,False
TFRC,,,,,,,,,,,,,Insufficient number of non-null values,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRA2A,,,18.58558477829684,,,,,,,,,,Insufficient number of non-null values,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRA2B,19.885572015566186,20.314463468644433,20.329209424205004,18.022470813523256,19.07693755025379,,19.625064789705196,20.15485659586112,19.399196590621354,19.54875058681632,19.19942398718718,18.371849059901923,,-0.3230516977117226,-0.9205404756050835,0.3812244731329686,0.4869910190326641,-6.739066327597842,False,0.36331308304902876,1.0352658742624714,0.327472053214976,0.39212917735827385,-6.61761772881526,False,0.6863647807607514,1.762940019831383,0.11163133742654924,0.3115045891997993,-5.322490340038278,False,18.549704181888522,20.176414969471878,19.040007877968478,19.72637265872923,-0.3230516977117226,False,False,0.36331308304902876,False,False,0.6863647807607514,False,False
TGFB1I1,21.006363556768022,20.989741526382673,20.838642216958686,20.622766918890314,20.912324227173155,20.242243111169415,22.94128965753396,23.339793046437098,22.84948700862053,21.590230881763134,21.82361967203493,21.64326462154347,,0.9170247988901288,4.68915592688617,0.0008005075605423174,0.007240605964002286,-0.8428890386617063,True,2.274842977973485,11.632284585771387,3.117899917561105e-07,2.6283896305040115e-05,7.328378446207273,True,1.3578181790833561,6.012925800338378,0.00011736155832498945,0.00793434915460887,1.4664247342966465,True,20.592444752410966,20.944915766703136,21.68570505844718,23.043523237530536,0.9170247988901288,False,False,2.274842977973485,False,False,1.3578181790833561,False,False
TGFBI,,,16.77684472350509,,,,21.302500700390638,17.88454244192599,,,,,logFC(H3K4me1vsControl) estimation failed and was imputed based on a single datapoint only; logFC(H3K4me3vsControl) estimation failed and was imputed based on a single datapoint only; logFC(H3K4me3vsH3K4me1) estimation failed and was imputed,,,,,,False,,,,,,False,,,,,,False,,16.77684472350509,,19.59352157115831,-inf,True,True,2.8166768476532233,True,True,inf,True,False
TAGLN,22.05250456206037,22.38625564997522,22.031305279695644,21.82873310961513,21.990096642544678,21.365865386474972,22.141968770016863,22.539734029680055,22.51391808445983,22.80181618907237,22.34099741945392,22.05270009152846,,0.456044461623911,2.015887849178085,0.07078149549636205,0.14003100832336404,-5.359167652064982,False,0.45608018965791786,2.0160457805108614,0.07076270317567446,0.11108558431488559,-5.349574577275156,False,3.572803400686553e-05,0.00013677254623770943,0.9998934968852367,0.9998934968852367,-6.784243033996486,False,21.728231712878266,22.15668849724375,22.39850456668492,22.398540294718927,0.456044461623911,False,False,0.45608018965791786,False,False,3.572803400686553e-05,False,False
TAGLN2,21.08573237763542,20.721600309511857,21.021005047936846,19.142176661040004,20.673926741251965,20.248113564339214,21.289840695538913,22.00123584148043,21.68955419953159,21.999927639835235,21.372716554169124,21.01109092911953,,0.9791525907554153,2.8195017877915385,0.018126048852691267,0.05166540455290912,-4.029801591920027,False,1.1781177952311026,3.3924285767557705,0.006828814225677013,0.01730720803179258,-3.034900022105468,True,0.19896520447568733,0.4961691537516713,0.6304672271274316,0.8173756528687498,-6.652211693433198,False,20.021405655543724,20.94277924502804,21.4612450410413,21.660210245516986,0.9791525907554153,False,False,1.1781177952311026,False,False,0.19896520447568733,False,False
VCP,23.082367895502582,23.540719106975864,22.43118835620597,17.024978984809543,18.27250347169743,17.974003049914295,18.33555437976972,19.379595940473926,19.435571585991163,19.16098098593043,18.92739251074002,19.541714894068154,,-1.177597347271405,-3.169549146589007,0.009959043585386185,0.03420360051046566,-3.427498428148267,True,-1.3373861754393417,-3.599627003954812,0.0048276085188355125,0.013343193381568317,-2.680069775617765,True,-0.15978882816793671,-0.3724583500839672,0.7173009092798519,0.8543462049552708,-6.709444725565089,False,17.757161835473756,23.01809178622814,19.21002946357954,19.050240635411605,-1.177597347271405,False,False,-1.3373861754393417,False,False,-0.15978882816793671,False,False
TKT,22.25302658223688,21.69371412043901,21.752193891830384,21.82833922607007,21.955390014770515,21.820933247394322,22.827424957102185,22.579028794389707,22.1900903938884,22.344548777485976,22.0299214078574,21.763656061780132,,0.16210923525097343,0.7525714466333805,0.4686397169093339,0.5643493552514484,-6.925140647990241,False,0.6482485346699001,3.009411134160331,0.012790711502758585,0.02716012543280979,-3.6811775635572914,True,0.48613929941892664,1.9544805016672735,0.07845489926796666,0.25353623697258343,-5.028679309984198,False,21.86822082941164,21.89964486483543,22.04604208237451,22.532181381793436,0.16210923525097343,False,False,0.6482485346699001,False,False,0.48613929941892664,False,False
TMA16,21.35783658588098,20.79349412506688,21.23411298551264,20.902600037792183,21.538086909092648,21.082908041387412,21.372132526315227,19.933704738745153,20.370979776528173,21.132322597847512,21.086483297863552,19.98813906605888,,-0.41585812686547285,-1.1429078242459048,0.2796234015095972,0.3971600177373601,-6.554612423713035,False,-0.5925674335926097,-1.628560108590579,0.13437081586836697,0.1853921403879433,-5.930265244925095,False,-0.1767093067271368,-0.4205872156484313,0.6829255189567265,0.840215011930384,-6.689046192022374,False,21.17453166275742,21.128481232153504,20.735648320589988,20.55893901386285,-0.41585812686547285,False,False,-0.5925674335926097,False,False,-0.1767093067271368,False,False
TSN,19.133367387175696,20.426651857486284,,,18.054058866244795,,19.522667368068312,19.509197729322587,20.264808956075267,20.021613411208968,21.2927411952806,,,1.740143058956889,2.975679797529351,0.024625671185214082,0.06428757773585483,-3.8184210685680386,False,0.8485237735341649,1.6126883338744693,0.15769175978045466,0.21172967175652185,-5.794314460059271,False,-0.8916192854227241,-1.562339259063062,0.1689893991399756,0.39973801449637986,-5.501698988827716,False,18.054058866244795,19.78000962233099,20.65717730324478,19.765558017822055,1.740143058956889,False,False,0.8485237735341649,False,False,-0.8916192854227241,False,False
TRAM1,19.987518879753644,17.534487415913937,19.831641265064373,19.35330314365917,19.7018870050196,19.43943523789398,20.83786380022873,20.89355788882804,20.84709889900174,20.743749185761985,20.36568439799509,20.676818668713185,,1.2873719262726375,2.793423618501143,0.01895647034740442,0.052795448199536625,-4.0744685029786245,False,1.551461371468715,3.366462130956132,0.007134205307891175,0.01768863257221253,-3.0795157340545387,True,0.2640894451960776,0.49626590913286617,0.630401352369911,0.8173756528687498,-6.652160822365502,False,19.49820846219092,19.117882520243995,20.595417417490093,20.85950686268617,1.2873719262726375,False,False,1.551461371468715,False,False,0.2640894451960776,False,False
TRAM2,19.249186649574725,19.35441035180901,19.335094628395023,,,16.70881343008002,,,,19.763261858922846,19.543583479133076,,logFC(H3K4me3vsControl) estimation failed and was imputed; logFC(H3K4me3vsH3K4me1) estimation failed and was imputed,1.6425673490248194,6.473205621033509,0.001089827772257332,0.008378675900473798,-0.32068319324356587,True,,,,,,False,,,,,,False,16.70881343008002,19.312897209926252,19.653422669027957,,1.6425673490248194,False,False,-inf,True,False,-inf,True,False
SEC63,19.668703131891217,19.363148352183387,19.595283867529787,20.52885721419387,19.666017349252726,20.93830718675278,20.313053217829953,20.649236950343827,20.06546498999068,20.162421070486275,20.341651166807246,20.35107263028557,,0.32499543889239746,1.216105757257603,0.2512119760740139,0.36484512296364585,-6.472128004088615,False,0.38253220242085106,1.431403515341181,0.1820946221717775,0.23579994852658745,-6.1973659685333065,False,0.057536763528453605,0.18645332787821517,0.8557283835260252,0.926683051608594,-6.765436234264104,False,20.37772725006647,19.542378450534805,20.285048289193035,20.34258505272149,0.32499543889239746,False,False,0.38253220242085106,False,False,0.057536763528453605,False,False
SSR1,22.25460035525644,22.076216205016408,22.378171888809412,21.863762262928198,22.20447665208796,21.765297262887486,22.915464934920177,22.574690146660693,22.869319702466335,22.555610174063965,23.07718528965127,23.004697019040172,,0.7887433897541527,4.10844678727485,0.002009370734030283,0.011377382939982278,-1.7989677339129129,True,0.6960708235180846,3.625729198808258,0.004463835998522147,0.012712884279574899,-2.6123491863276804,True,-0.09267256623606812,-0.4180456944656307,0.6845376093867475,0.840215011930384,-6.6903480791377445,False,21.944512059301214,22.23632948302743,22.879164160918474,22.786491594682406,0.7887433897541527,False,False,0.6960708235180846,False,False,-0.09267256623606812,False,False
SSR4,17.378918982680936,,19.820203016230455,18.336166882069527,17.450556056111218,18.832141094663946,19.636333051357045,17.998114047926684,19.51526027245602,,19.6431163671842,18.4401131837113,,0.6386902702457782,0.8315086983486148,0.4297165641064976,0.5326959773982914,-6.682910970229936,False,0.6469779520446188,0.9632050744360847,0.36354947660441317,0.4280338111417881,-6.686020814485394,False,0.008287681798840651,0.009947616352201077,0.9923057788061748,0.9945687338319584,-6.67418246277234,False,18.206288010948235,18.5995609994557,19.041614775447744,19.049902457246585,0.6386902702457782,False,False,0.6469779520446188,False,False,0.008287681798840651,False,False
TMEM214,18.651116240308856,18.61837038373035,18.657685203925098,18.38560354103752,18.41825637922013,18.745315247077755,19.951924346627084,19.9936216838372,19.709359032317643,19.919703141379607,19.641347980769474,19.292945947432646,,1.0386078573106268,5.622075919989674,0.000201627183705766,0.0036709828676030534,0.598864756771138,True,1.3055771883773595,7.067204451418773,3.0155021863177635e-05,0.000368415701893605,2.5981908040796284,True,0.2669693310667327,1.251518019951298,0.23855568900978294,0.4859852296746642,-5.995130420558536,False,18.51639172244514,18.642390609321435,19.617999023193914,19.884968354260646,1.0386078573106268,False,False,1.3055771883773595,False,False,0.2669693310667327,False,False
TNPO1,20.737664960862862,20.4217665024672,19.924595805224953,19.493340611948895,20.362431569807207,19.104006564065934,21.489451976565558,20.71787904747895,21.040447278075707,21.813817838588534,20.69239131010456,21.043575765272788,,1.1759606355924603,3.3559051727054756,0.007262360385285969,0.02695493065223929,-3.1066129762228467,True,1.07529176497723,3.0686207403844348,0.011828720431741923,0.025568234163996,-3.5923891227600504,True,-0.10066887061523033,-0.24879561650181212,0.8085391430943393,0.8996056754309005,-6.750739391753644,False,19.653259581940677,20.361342422851674,21.183261637988636,21.082592767373406,1.1759606355924603,False,False,1.07529176497723,False,False,-0.10066887061523033,False,False
TNPO3,,,,,,,,,,,,,Insufficient number of non-null values,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TCOF1,22.555781861394472,22.169593341014874,22.38225464444422,22.36675251664991,22.691975344701657,22.381536661763562,23.232993975526995,23.485132686854584,22.859142990757565,23.5619781964134,23.36771622371719,23.39326119075396,,1.0163361419667396,5.355821740819934,0.00029509098938926054,0.004053872936200006,0.1998968836544055,True,0.7677741560516047,4.04596604137633,0.0022245152607889207,0.00756155792276234,-1.8954938481553363,True,-0.2485619859151349,-1.1343683110099954,0.28247419746303576,0.5349276195253212,-6.1278630376756595,False,22.480088174371712,22.369209948951188,23.440985203628188,23.192423217713053,1.0163361419667396,False,False,0.7677741560516047,False,False,-0.2485619859151349,False,False
TRIOBP,,,,,,,,,,,,,Insufficient number of non-null values,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPI1,19.5680220947497,18.980141846968692,18.789089280684475,19.500684311138244,19.204284614591423,19.604070223394082,20.195283157848863,19.756048020787137,18.86055860530039,19.332742845042084,18.71966741016297,20.59614281848118,,0.27513562930763413,0.6576698899696574,0.525555132460976,0.6159653160871299,-6.994448692074251,False,0.3295811993910256,0.7878137472962656,0.44902267185726386,0.5150015134362904,-6.887170387043675,False,0.05444557008339146,0.11270788659134033,0.9124859914781318,0.953766213111404,-6.777350327197745,False,19.436346383041254,19.11241774080096,19.549517691228743,19.603963261312135,0.27513562930763413,False,False,0.3295811993910256,False,False,0.05444557008339146,False,False
TPM1,18.08013117666222,19.043821667087315,19.35461320487077,18.79227901872867,,18.997118581083726,19.78700359430557,20.310770807483905,19.65976214156185,18.314711752388803,19.853730293008837,18.532901134635843,,0.040003985288020516,0.09645101562596227,0.9252690509620788,0.9387112163513583,-7.181116594719999,False,1.0587351063939678,2.5526475813683196,0.030980986867949988,0.05568650731275445,-4.472944256997233,False,1.0187311211059473,2.213985665100657,0.053995760285188335,0.20546157446387397,-4.6436924649771285,False,18.89469879990619,18.826188682873433,18.900447726677832,19.91917884778378,0.040003985288020516,False,False,1.0587351063939678,False,False,1.0187311211059473,False,False
TPM3,19.967837887823613,20.06800772640935,20.639705169170647,16.5653999410666,20.312646083088673,18.321835465405385,19.985439089706286,20.878936925542657,20.916571993694184,20.210136422680186,20.054917483982145,20.0696912418492,,0.7990096706764582,1.2495919253956365,0.2398203220565672,0.35319759206222023,-6.432543575120794,False,1.2810772908203276,2.0035099663581146,0.07287447023376316,0.11355485842340543,-5.371690754934879,False,0.4820676201438694,0.6529121758449029,0.5284936258147295,0.7468454701119703,-6.557629901754012,False,18.399960496520222,20.22518359446788,20.11158171617051,20.593649336314378,0.7990096706764582,False,False,1.2810772908203276,False,False,0.4820676201438694,False,False
