Label,H3K9me3_45bp__1,H3K9me3_50bp__1,H3K9me3_55bp__1,H3K27me3_35bp__1,H3K27me3_40bp__1,H3K27me3_45bp__1,H3K27me3_50bp__1,H3K27me3_55bp__1,H3unmod_35bp_1,H3unmod_40bp_1,H3unmod_45bp_1,H3unmod_50bp__1,H3unmod_55bp_1,H3K9me3_35bp_1,H3K9me3_40bp_1,H3K9me3_45bp__2,H3K9me3_50bp__2,H3K9me3_55bp__2,H3K27me3_35bp__2,H3K27me3_40bp__2,H3K27me3_45bp__2,H3K27me3_50bp__2,H3K27me3_55bp__2,H3unmod_35bp_2,H3unmod_40bp_2,H3unmod_45bp_2,H3unmod_50bp__2,H3unmod_55bp_2,H3K9me3_35bp_2,H3K9me3_40bp_2,H3K9me3_45bp__3,H3K9me3_50bp__3,H3K9me3_55bp__3,H3K27me3_35bp__3,H3K27me3_40bp__3,H3K27me3_45bp__3,H3K27me3_50bp__3,H3K27me3_55bp__3,H3unmod_35bp_3,H3unmod_40bp_3,H3unmod_45bp_3,H3unmod_50bp__3,H3unmod_55bp_3,H3K9me3_35bp_3,H3K9me3_40bp_3
HIRIP3,11448437.1666667,5597767.66666667,1704616.4375,7137002.0,6732473.16666667,3727464.41666667,6615446.66666667,2999627.16666667,10057410.3333333,8285485.33333333,7029844.5,7883226.5,3187186.58333333,3413077.33333333,6248195.08333333,8015612.83333333,6334097.16666667,1820181.875,144607.854166667,5577954.41666667,3364911.16666667,5253150.5,5813391.83333333,6164564.33333333,1649136.66666667,6708334.25,11309098.8333333,3727443.16666667,8198459.16666667,2125550.75,3821949.66666667,8259135.16666667,8236442.66666667,10754899.5,125174968.083333,8350541.58333333,6283275.83333333,6001254.08333333,103133024.083333,5705390.0,8818921.66666667,5959046.16666667,6633449.58333333,7907969.0,4313673.83333333
PNPLA6,4562545.0,6369863.0,2642632.0,2790464.66666667,4718449.3125,3124850.66666667,8464815.0,6655061.66666667,4462502.66666667,12597146.0,22765122.6666667,4506958.33333333,29544208.6666667,0.0,3897034.33333333,8533007.0,6431676.66666667,18034303.1666667,1061100.0,6627615.83333333,3086107.33333333,4895703.66666667,6529636.0,15390456.3333333,11983780.3333333,2871277.0,12428181.0,6895890.16666667,10909862.3333333,2084975.83333333,10639653.6666667,5095594.0,8668355.0,3990706.0,10137481.6666667,10545826.6666667,7611163.33333333,6404381.0,3523948.33333333,8299571.0,2781673.5,3035507.0,2613818.33333333,7983432.33333333,5600858.66666667
RBM26,6990885.66666667,6258420.33333333,3948945.91666667,5356685.5,8833535.33333333,9089416.5,10025328.0,8076524.0,11511227.5,4955731.66666667,10297415.0,10301890.3333333,11994949.6666667,8672489.25,6978880.16666667,3601945.91666667,6239275.66666667,4588084.5,0.0,7620524.66666667,5574094.91666667,10632385.3333333,3456857.33333333,3755966.08333333,2245065.54166667,2179484.66666667,5340224.5,3520742.5,3377982.0,1976703.58333333,7822873.66666667,8135899.91666667,3951455.58333333,4876340.66666667,8349090.75,9075217.33333333,7538195.25,7282259.33333333,7231968.91666667,7432856.25,2600413.08333333,6733546.25,1969600.33333333,3968496.91666667,10743486.5
TREX1,39601841.3333333,31577726.6666667,26191834.6666667,9474956.66666667,21490954.0,27452701.3333333,23786634.6666667,26456503.3333333,17102654.0,83892438.6666667,30278510.6666667,19955484.0,33962140.0,8989847.33333333,30950638.6666667,26819762.0,97259248.0,43434503.3333333,873162.703125,19452310.0,66103372.0,28793553.3333333,54722591.3333333,14269650.0,19435610.6666667,22978970.6666667,42774638.6666667,23467990.6666667,42651455.3333333,14331580.6666667,27523438.6666667,26128292.0,77093353.3333333,4719595.33333333,11321246.6666667,73156681.3333333,42070385.3333333,21666927.3333333,6240850.0,27894425.3333333,23599572.0,22159642.0,41253772.0,12307909.6666667,32324894.6666667
FANCI,6546872.33333333,3791095.66666667,3633476.58333333,4925181.83333333,5064651.0,6245257.33333333,3236366.33333333,4737706.75,3173571.625,3377254.66666667,3214753.16666667,6010635.95833333,6305368.33333333,1626640.25,5161206.66666667,5446717.04166667,5595789.66666667,2716505.125,606614.166666667,5471518.41666667,3095726.04166667,4368749.95833333,3906258.20833333,5072835.58333333,2890565.79166667,3533816.91666667,5108975.91666667,3674065.72916667,6034102.0,2713039.41666667,4181053.41666667,3703513.39583333,4863670.0,4182059.29166667,4872901.29166667,4759432.91666667,4531617.75,4515855.04166667,2960913.20833333,4664884.16666667,3584649.77083333,2992457.45833333,3231835.20833333,4381046.95833333,6150159.75
CCDC137,58954820.0,37370920.6666667,32111646.6666667,27607697.3333333,36696883.3333333,43481482.6666667,44622181.3333333,34086148.0,43921875.3333333,36864231.3333333,32142144.6666667,45346628.6666667,49952974.0,43536160.0,41836814.0,33700872.6666667,67609656.0,24882620.3333333,7841018.83333333,41460096.0,22367613.3333333,50936745.3333333,27980810.6666667,30473415.3333333,18247054.6666667,28253378.6666667,59528184.0,28416410.6666667,30250152.6666667,7856823.0,36577753.3333333,28914623.3333333,31235254.0,31121326.6666667,35852369.3333333,48058574.6666667,35800851.3333333,31224030.0,29871260.6666667,30055006.0,17421208.0,23497571.6666667,24974291.6666667,29373320.0,34666784.0
CKAP2,11895579.6666667,8471905.16666667,6468056.83333333,5843021.08333333,7706888.66666667,9508204.66666667,8855057.5,6943941.66666667,8956309.0,8405392.16666667,9525867.0,10444974.6666667,11305685.6666667,6255733.83333333,7667738.33333333,6649338.66666667,9094781.33333333,6352459.83333333,757253.109375,5534133.33333333,6251919.33333333,10212476.6666667,7986436.16666667,4673431.83333333,4671781.66666667,7731678.0,8943146.66666667,6416435.16666667,6466015.83333333,3392178.0,8142745.66666667,7873166.16666667,7543285.66666667,4077435.91666667,6697403.33333333,8933204.83333333,7427006.66666667,5528918.33333333,5978668.0,7818156.5,6233493.33333333,7390626.08333333,6196886.58333333,6193925.25,9168198.0
RPS26,313197096.5,199684129.5,160970432.0,139074135.5,182797688.5,237736633.5,230034531.0,196264396.0,241217277.0,194334688.0,203012905.25,226334343.5,265146580.0,201747064.0,207816776.75,166312030.5,317369198.5,144323876.5,30494442.9375,205531116.0,141982890.25,275212272.25,166121680.5,148246826.0,92781477.5,137396876.0,280236523.5,143556760.5,152966870.5,60986292.125,168742168.0,152144070.0,165957509.0,115455846.5,173643843.5,237607495.5,180141943.5,159965744.75,146999735.0,144125825.0,126720543.75,135325668.875,139844115.5,149757761.0,192342755.5
DYNLL2,27624483.0,15174878.5,11678209.5,11237969.0,13237625.0,18599316.5,16221280.0,14079198.0,18795436.0,13879727.5,15239022.75,17351033.5,21676074.5,10608756.625,15005674.25,12532248.0,26557135.0,12261678.5,992016.8125,15787630.5,12185694.0,24633459.5,12036851.5,11307341.0,9508766.25,12058607.75,26684414.0,13489084.75,12837331.0,6107070.0,13278259.0,13997266.0,12323298.0,9256368.0,12437816.5,17765003.0,12798695.0,10216606.25,14877049.0,15350433.5,11269229.0,9618622.75,9022942.0,12394882.0,13388757.25
WDR82,31549518.8333333,18985807.8333333,12504594.8333333,11241005.875,22156854.6666667,23076638.25,21346239.0,19104798.1666667,21906913.0,22103427.0833333,20748542.6666667,20179443.0,24198632.5,18655722.8333333,18394824.6666667,11014355.125,25348341.75,10674029.6666667,367742.041666667,12109203.0,8634598.16666667,17317031.0,10708038.6666667,12045842.1666667,5562336.375,11339497.2083333,22779457.5,7885789.33333333,12790652.375,5704645.29166667,13285347.5416667,13828981.0833333,13272657.5,8661074.25,12701579.4583333,16793413.0,14226782.5,12236027.375,12232505.0,12183136.2916667,11264247.6666667,11167818.1666667,10925079.3333333,10902138.0,15588885.6666667
WIZ,39714393.0833333,31135373.8333333,25587578.3333333,22706992.0,27621185.5,28114489.3333333,28695808.4166667,24937149.3333333,29680990.6666667,34838870.1666667,34661802.75,33660748.8333333,33570358.25,28349084.2916667,29540205.3333333,29515188.4166667,46496202.1666667,25706476.75,8958155.79166667,24758578.3333333,23998955.3333333,36810950.3333333,28582312.3333333,28692095.75,19571722.9166667,29014376.9583333,40858606.6666667,26047305.3333333,28348269.25,17483832.5,29966130.4583333,31641105.75,28498317.2916667,22009077.0416667,27478194.3333333,28531207.3333333,29474691.3333333,25606920.2916667,25397350.6666667,30317806.8333333,24895889.6666667,23081954.0,23622416.2083333,26499886.5833333,35641055.8333333
